TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
Irf1	Th17_downOnly.txt	Th17_downOnly	1248	up	132	74	3.84503139328e-08	8.46291409661e-05	Abcg3 Acoxl Aim2 Amigo2 Armcx2 Atp8b4 BC049715 BC094916 Cables1 Cacna2d1 Ccdc141 Csgalnact1 Ctss Ddx60 E430016F16Rik Eomes Erap1 Evi2a Fam26f Gbp10 Gbp11 Gbp4 Gbp6 Gbp7 Gbp8 Gbp9 Gm14446 Gm4841 Grap Herc6 Hist1h1c Hlcs Ifi203 Ifit1 Igsf9 Igtp Il15 Il15ra Mcoln2 Meis1 Mid2 Mnda Mndal Nlrc5 Nod1 Nrip3 Nts Oas1c Parp9 Phldb2 Ppm1k Psme2 Ptpre Pydc4 Pyhin1 Rab19 Ripk2 Rsad2 Samd9l Serpinb1b Serpinb9 Sidt1 Slc22a3 Slfn3 Slit3 Stat4 Tapbp Tmem229b Tmem35 Tnfaip8 Trim36 Unc93b1 Wls Xaf1
Runx1	Th17_upOnly.txt	Th17_upOnly	1170	up	79	48	4.30832103326e-08	9.47830627318e-05	4930539E08Rik A930003A15Rik Abcb9 Adam19 Adam8 Atp6v0d2 Bcl2 Bend4 Bend6 Chst12 Cpox Cxcr3 Cxcr4 Cxcr5 Dnajc6 Ebf1 Espn Gja1 Gpr45 Il1r1 Impg2 Lamc2 Lif Lmna Lpxn Lum Maged2 Mgst3 Mmp20 Ndrg4 Nek6 Neurl3 Nipal1 Npl Olfm2 Padi2 Ppp3cc Prkar1b Runx2 Ski Smtn Susd3 Syn1 Sytl1 Tnfrsf25 Tox2 Ugt1a6a Xkrx
Zfp57	Th17_downOnly.txt	Th17_downOnly	1248	up	53	37	4.93648327771e-08	0.000108553267277	2810459M11Rik 4930429B21Rik Acy3 Ankk1 Arnt2 Cdh3 Ces2b Dnase1l3 Enpep Esyt3 F13a1 F5 Figf Gpr98 H2-Eb2 Hlf Iqcf3 Kcnj14 Klra2 Magee2 Mak Muc5ac Nkx1-2 Olfml2a Pid1 Pln Pnma2 Ptprn2 Sall3 Scg2 Siglec5 Slc22a3 Tmem63c Trpv3 Unc79 Vcan Wnt9b
Tead1	Th17_downOnly.txt	Th17_downOnly	1248	up	177	93	5.13530139523e-08	0.000112873924667	2810459M11Rik 2900026A02Rik Abca1 Adamts17 Adamts6 Amica1 Avpr1a B4galt1 Casp3 Ccdc50 Ccdc80 Cd274 Chst3 Cyp51 D930015E06Rik Eno3 Erap1 F13a1 F8 Fasl Fcamr Fgr Fmnl2 Foxp3 Gen1 Gm10584 Gm4759 Gpr56 Gprin3 Gramd1b Grap Hdac9 Hist1h1a Hs3st1 Igfbp7 Inpp4b Ipcef1 Itgb1 Kcnh4 Kcnj8 Kcns1 Kif26b Krt222 Lrp4 Macc1 Mbp Mctp1 Mndal Msrb3 Myo1e Napb Nhsl2 Nlrc5 Npas2 Nrp1 Pard3 Pcolce2 Phldb2 Pigr Pla2g4f Plagl1 Ppip5k2 Ppp3ca Proz Prss12 Pten Ptprc Qprt Reep3 Rxra Sfmbt2 Sh3bp4 Siglec5 Skil Slc9a2 Snx9 Spin4 Src Stxbp6 Synpo Tgfbr1 Tln2 Tmod1 Tnfrsf11a Tnfsf10 Tnnt3 Tns1 Ttc16 Utrn Vav3 Vcam1 Vps13a Zfp608
Atmin	Th17_downOnly.txt	Th17_downOnly	1248	up	84	52	5.43564201427e-08	0.000119421055054	1700019D03Rik 5830416P10Rik Abcb1a Acsl6 Ap3b1 Arhgef6 B3gnt2 B4galnt1 Bspry C1ql3 Cacna1s Ccl5 Ccr7 Chst15 Cyr61 Eomes Foxp2 Gfod1 Gng4 Gpr174 Gramd1b Gzmb H2-Aa H2-Eb1 Ifitm2 Il15ra Il3 Itm2a Kcna2 Kndc1 Krt222 Lad1 Lsp1 Mbp Nrip1 Plxnc1 Prkca Rab34 Ramp3 Rasgrp1 Sbf2 Slc29a3 Snx9 Stap1 Stat4 Stk4 Tmem154 Txlnb Utf1 Wisp1 Zbtb46 Zfp280b
Bhlhe40	Th17_upOnly.txt	Th17_upOnly	1170	up	133	71	5.52628282025e-08	0.000121357170733	Agrp Akap12 Aldh1l2 Anxa2 Anxa4 Apbb1 Arhgef40 Art2a-ps Avpi1 B4galt2 Bend4 Clip3 Coro7 Cpd Ctnnd1 Cyth4 Ddit4 Dusp3 Eif4ebp1 Epor Ermn Espn Etv6 Fam188b Fgf11 Gatm Gnb5 Gys1 Hif1a Hmox1 Il2ra Kif5c Maged2 Mex3d Mir210 Ncs1 Ndrg1 Ndrg2 Palm Phospho1 Plekho2 Prex1 Prph Rab26 Rara Rcan3 Rorc Runx2 Slc9a3r1 Slco3a1 Spsb1 Ston2 Syde1 Syngr3 Tgm2 Themis Tle1 Tmem205 Tnip3 Tnnc1 Trib3 Trpc1 Ttc39c Unc13a Upb1 Vdr Vldlr Wwp1 Xylt2 Zdhhc18 Znrf1
Foxn2	Th17_upOnly.txt	Th17_upOnly	1170	down	38	28	7.91164022074e-08	0.000173660502845	4930539E08Rik Cdk18 Cercam Chst12 Cxcr3 Eng Espn Fes Furin Gnb5 Grn Kcna3 Lamc2 Lingo4 Lipe Mrgpre Mta3 Naga Nek6 Ppp3cc Prss30 Rab4b Sh3bp1 Specc1 Susd3 Syn1 Thbs3 Usp35
Zfp612	Th17_downOnly.txt	Th17_downOnly	1248	up	42	31	7.94713599372e-08	0.000174360163702	4930506M07Rik AI414108 Akr1c13 Amph Ap3b1 Bex1 Cadm1 Cntln Csf2 Dock1 Epdr1 Gjb2 H2afy2 Icosl Inpp4a Mir32 Myh6 Myh7 Nid2 Ntrk3 Ric3 Robo1 Ryr2 Slc2a2 Spry2 Tln2 Tmem98 Trpa1 Vsig10 Zan Zfp105
Rora	Th17_downOnly.txt	Th17_downOnly	1248	down	68	44	9.08118288345e-08	0.000199150340634	Adamtsl3 Afp Ap1s3 Ar Arhgap26 Bbc3 Bspry Btbd11 Ccl4 Ccl5 Cd276 Cdkn2a Cmya5 Cnksr3 Enam Enpep Enthd1 Fam198a Gzmb Hdc Hlcs Ipcef1 Ispd Itsn1 Kctd12 Krt16 Lypd6b Ncf1 Nes Nrip3 Pard3 Perp Ppip5k2 Rsad2 Sh3bp4 Slc29a3 St3gal5 Stk4 Tal2 Tigit Txlnb Vgf Zfp704 Zfpm1
Stat3	Th17_downOnly.txt	Th17_downOnly	1248	down	85	52	9.54902766859e-08	0.000209314686495	5430427O19Rik 5730508B09Rik Abcg2 Adamtsl3 Amica1 Asap1 Bbc3 Bcl6b Bspry Ccdc141 Ccl1 Dhrs3 Dock11 Enpep Epas1 Gata3 Hspb7 Ifih1 Inadl Kcnk10 Klf3 Lypd6b Mllt3 Mmd Nt5dc1 Nts Olfml2a Olr1 Otud1 Plcl1 Ppp3ca Qpct Ripk2 Sema4c Sh3tc1 Sidt1 Slamf6 Slc22a3 St3gal1 St8sia6 Tapbp Tigit Tmem154 Tnfsf10 Trf Trim36 Trpa1 Ttyh3 Ubash3a Wnt10a Zfp362 Zfp831
Jazf1	Th17_downOnly.txt	Th17_downOnly	1248	up	50	35	1.03230043624e-07	0.000226177025581	4930506M07Rik 8430427H17Rik Aim2 Ar Bicd1 Ccdc28b Cd70 Dgki Dmxl2 Dsp Egr4 Epsti1 Fap Gjb2 Gna15 Ifih1 Igsf9b Inpp4a Itgb1 Krt17 Leprel1 Lgals7 Lpl Mid2 Mlf1 Myo1b Nrn1 Ntrk3 Pdzrn3 Siglec5 Sohlh1 Sulf2 Tex15 Tmbim1 Wisp1
Glis3	Th17_downOnly.txt	Th17_downOnly	1248	down	58	39	1.06298445046e-07	0.000232793594651	4632434I11Rik Acsl6 Bicd1 Ccng1 Cd44 Chst7 Cmpk2 Cyp51 D630039A03Rik Dnmt3a Dusp14 Fam69c Gcg Ghrh Gng4 Gramd1b Idi1 Il3 Lrp11 Mageh1 Myo1e Nefh Nudt4 Pcsk1 Penk Phlda3 Psd Rnf135 Scarf2 Slamf6 St18 Tmbim1 Tmem120b Tmem63c Tnfsf4 Trib1 Vgf Yy2 Zfp947
Zfp750	Th17_downOnly.txt	Th17_downOnly	1248	up	92	55	1.24298770832e-07	0.00027209000935	4632434I11Rik 4930429B21Rik 9030617O03Rik 9230114K14Rik A330023F24Rik AI414108 Abcb1b Ankk1 Areg BC049715 Cd80 Cd81 Chst7 Ckmt1 Clec2g D630023F18Rik Ddit4l Dgki Dhh Dnm3 Dnm3os Fam20c Gcnt1 Glipr1 Gna15 Gria3 H2afy2 H2afy3 Igsf9b Ikbke Krt16 Lhpp Lmo1 Ly96 Mageh1 Mx2 Oas1b P2rx7 Phlda3 Pnoc Prss42 Psrc1 Rin2 Robo3 Rpgrip1 Slc16a8 Snx11 Sulf2 Svop Syt12 Tnfsf4 Ttll9 Vcan Zfp365 Zfp874a
Plagl1	Th17_downOnly.txt	Th17_downOnly	1248	up	101	59	1.36725557431e-07	0.00029915551966	6030419C18Rik A1cf Akap2 Ankrd23 Ap3b1 Boc C2cd4a C2cd4b Car2 Cd180 Chrm4 Chst3 Dlk1 Dll1 Dtx4 Edaradd Eml1 Eno4 Fa2h Fam111a Fam178b Glt28d2 Gm2762 Gpr35 Grpr Heg1 Hspa12a Igj Ikzf2 Il9r Kndc1 Lrp4 Lrrn3 Mex3a Ms4a4c Nr4a3 Pappa2 Phldb2 Pkp4 Pla1a Prm2 Ripk2 Rtn1 Sema4c Siglec15 Slc12a8 Spib Stfa3 Thap2 Tmcc2 Tmprss3 Tnni1 Tnnt2 Trpm1 Tspan13 Wnt1 Wnt10b Xdh Zfp36l1
Snai3	Th17_upOnly.txt	Th17_upOnly	1170	up	70	43	1.41735297721e-07	0.000309975096115	Abhd15 Acox3 C630043F03Rik Cd5l Cd93 Cdyl2 Clec2l Crat Crtam Cysltr2 Dkkl1 Dysf Emilin1 Eps8 Gatsl3 Gem Gnb5 Gpnmb Il4ra Itpk1 Lamc2 Maf Map3k14 March3 Myo1f Nipal1 Nkx3-1 Npdc1 Olfr525 Olfr527 Pik3ap1 Pltp Pmepa1 Pmm1 Ppm1j Rora Ski Slc4a11 Smad3 Spp1 Tle1 Tmem176b Wdfy2
Trps1	Th17_downOnly.txt	Th17_downOnly	1248	down	23	20	1.45970577514e-07	0.000319091682446	Cd276 Cnksr3 Cnnm1 Csf1 D630039A03Rik Dlk1 Edn3 Fam198a Gpm6b Hes5 Itgb3 Myo6 Nrgn Nt5dc1 P2rx1 Sidt1 Sirpa Slc14a1 Steap3 Zfp831
Zfhx3	Th17_upOnly.txt	Th17_upOnly	1170	down	53	35	1.61951624111e-07	0.000353864298683	AA467197 C630043F03Rik Ccr5 Crat Crem Cxcl2 Cxcr4 Ero1l Fam188b Fgf11 Fhod3 Gimap7 Gipr Gngt2 Gp49a Kcnk7 Ltk Ly6a Mir210 Mmp10 Mycn Ndrg2 Nos3 Parp16 Pde6d Pdxp Ppp1r3b Rabggta Rasa4 Rassf1 Skap2 Socs3 Thra Tle6 Tspan2
Satb1	Th17_upOnly.txt	Th17_upOnly	1170	up	66	41	1.78636585302e-07	0.000389963665714	Abcb9 Acp5 Acsl4 Aim1 Arid5a Asb2 Ccr2 Cetn4 Chd7 Chmp4b Crat Cxcl10 Cyp2d22 Etv6 Fosl2 Gatsl3 Gfi1 Gprc5a Gsn Gypc Hif1a Hook2 Id2 Il7r Inhba Klre1 Lgr4 Mgll Nfil3 Nkx3-1 Olfr175-ps1 Padi3 Ppp2r5b Rnf19b Rrad S1pr2 Sco1 Srgn Ston2 Wwp1 Zfp629
Ppard	Th17_upOnly.txt	Th17_upOnly	1170	up	66	41	1.78636585302e-07	0.000389963665714	4930417O13Rik Abcb9 Casz1 Cldn4 Coro7 Csrnp1 Cxcl2 Cxcl3 Cxcl5 Ddit3 Dennd3 Dgkg Enpp4 Fam83g Fkbp11 Furin Gfi1 Gsn H2-Ob Hmox1 Il17a Il21 Kdm6b Lif Ly6a Nxn Pck2 Pim1 Pycr1 Rara Rcor2 Rgs16 Sema7a Smad3 Spry1 Srgn Syde1 Tcf7l1 Tgm2 Tnfrsf12a Zswim4
Npas4	Th17_upOnly.txt	Th17_upOnly	1170	up	35	26	1.78802115669e-07	0.00039014621639	Atp2b4 Ccr2 Cdkn2d Cisd3 Cnn2 Fau Fgf11 Glis2 Gm4980 Gm5483 Gstm1 Higd1a Krtcap2 Lamc1 Lingo3 Myh7b Nlgn2 Plxnb1 Ppp1r1b Rab33a Sema4g Slc12a3 Smad3 Stac2 Susd3 Syn1
Lyl1	Th17_upOnly.txt	Th17_upOnly	1170	up	136	71	1.79910858988e-07	0.000392385583454	9530077C05Rik Abhd14b Adc Amdhd2 Aplp1 Armcx6 B230217C12Rik Bcl2 Camkk1 Ccdc40 Celf5 Clec2l Clip3 Cln6 Cpne6 Cxcr1 Dkkl1 Efemp2 Emilin1 Entpd2 Ethe1 Fndc3c1 Galr3 Gem Ggn Glis2 Gpnmb Gpr62 Gprc5a H2-DMb1 Lrrc16b Ltb4r1 Ltk Map3k6 Mapk7 Mocos Msc Mt2 Myo10 Myo1f Myo1h Myof Naga Ncs1 Optc Padi3 Pim1 Ppp3cc Rapgef3 Rasgrp4 Rgs8 S1pr1 Sept4 Serpinb1a Soat2 Spats2l Spef2 Spred3 Ssbp4 Ston2 Sytl1 Tcf7l1 Tctex1d1 Tgfb3 Tgfbi Tgm1 Tjp3 Tmem205 Tst Vax2 Yif1b
Ncoa1	Th17_downOnly.txt	Th17_downOnly	1248	down	43	31	1.947005277e-07	0.000424447150387	Afp Agr3 Akr1c13 Bmyc Bspry Ccdc28b Cd180 Cd274 Clec2i Cmtm7 Dcaf17 Ebag9 Eci1 Edaradd Eno3 Fam26f Gata3 Idi1 Il5 Phldb2 Pla1a Psme2 Rilpl2 Rnf135 Sema4c Stfa3 Tesk2 Tnni1 Tnnt2 Tns1 Wls
Arid5a	Th17_upOnly.txt	Th17_upOnly	1170	up	41	29	2.00672271022e-07	0.000437264878558	Abi3 Acsbg1 Adcy4 Anxa2 Cd5l Chm Crispld2 Flt3l Frmd4b Gngt2 Gpr18 Il1r1 Impg2 Lbp Myo3b Olfm2 Pcbp4 Plcd4 Pml Sbno2 Sema4f Socs3 Stoml1 Susd3 Themis Timp1 Tnip2 Trim46 Trove2
Hhex	Th17_downOnly.txt	Th17_downOnly	1248	up	51	35	2.24772757962e-07	0.000489555066841	4930506M07Rik Adam10 Adamts20 Ar Ccrl2 Clec2i Cnnm1 Ddx43 Enam Epha3 Fasl Gata3 Hspa12a Ism1 Itgb3 Itpr1 Lhpp Lpin2 Mcoln2 Mcoln3 Mllt3 Ncoa7 Nebl Nes P2ry1 Ppfibp2 Ppp3ca Rnd3 Rxra Ston1 Tbc1d4 Trpm6 Wwc1 Zcchc14 Zfp445
Eea1	Th17_downOnly.txt	Th17_downOnly	1248	up	32	25	2.33194557442e-07	0.000507664551551	Abcb1b Acot12 Aldh3a1 Cyr61 Dock11 Dusp14 Fam81a Fap Gigyf2 Gucy2e Iqcf4 Krt17 Lin7a Nkx1-2 Opn3 Pkp4 Pms1 Serp2 Slc29a3 Smek1 Tex15 Tspan3 Vps13a Vsig10 Wisp1
Hmx3	Th17_upOnly.txt	Th17_upOnly	1170	up	60	38	2.45791522357e-07	0.00053484235265	Acp5 Agrp Aldh1l2 Anxa2 Asph Atp7b Bend5 Cbln3 Cdkn2d Crem Csrnp1 Eif4ebp1 F3 Fndc3c1 Fzd7 Gck Hipk4 Il12rb2 Itga7 Jag2 Kank1 Lrrc16b Muc2 Ndrg2 Nkd2 Parp16 Pde1a Ppfia3 Ppp4r4 Sema4f Slamf7 Sncb Sult4a1 Themis Trove2 Tubb3 Vax2 Vldlr
Zfp473	Th17_upOnly.txt	Th17_upOnly	1170	up	71	43	2.52611326967e-07	0.000549429636154	1700025G04Rik Aplp1 Arhgef40 Armcx6 C2cd4d Ccdc63 Crat Cxcr2 Cyp2s1 Cysltr1 D830046C22Rik Efna1 Flot2 Fndc3c1 Ggn Gpr146 Iyd Kcnab3 Lgr4 Lrrc27 Ltk Npdc1 Nrbp2 Parp16 Pcyt1b Plxnb1 Ppfia3 Ppm1j Ptprf Sema6b Serpinb1a Skap2 Slc4a11 Slc4a8 Soat2 Spats2 Stk36 Stoml1 Stra6 Tjp3 Trim46 Unc13a Vwa1
Elk3	Th17_upOnly.txt	Th17_upOnly	1170	up	150	76	3.28489736079e-07	0.000714136686236	1110007C09Rik 1600014C10Rik 1700025G04Rik 4930486L24Rik Abcc3 Abcc9 Acot11 Acox3 Acsbg1 Adam12 Aes Akr1b8 Arhgef40 Arrb2 Athl1 Bdh2 Capg Cdh17 Cend1 Crat Creb3l2 Cxcr1 Cxcr3 Cyth4 Dgat1 Efhc1 Eif4e3 Emp3 Eps8 Fam83g Fgl2 Flot1 Flot2 Flt3l Gem Gm6225 Il7r Impg2 Inha Itga7 Klhl6 L1cam Lamc3 Lpxn Lta Maged2 Mctp2 Mta3 Myo3b Padi2 Pcyt1b Pde1a Pik3r6 Prkar1b Procr Rab20 Rora Rras Scrt1 Slc12a3 Slc43a2 Slc4a11 Slc4a8 Slc9a3r1 Smox Srgap3 Stk38l Syn1 Tcp11l2 Tgfbr3 Tnip2 Tns4 Trim9 Tspan2 Tubb2b Vegfb
Junb	Th17_upOnly.txt	Th17_upOnly	1170	up	74	44	3.85429127725e-07	0.000837152065419	Adora2a Arid5a B430319G15Rik B4galnt4 Car5b Chmp4b Cox7a1 Creb3l2 Cxcr5 D930048N14Rik Dpy19l3 Emb Fam102a Fam65c Fam83g Flot1 Fosl2 Hook2 Ier3 Itgb7 Klhl6 Lamc2 Lgals1 Lgmn Lmna March3 Mgst3 Nod2 Nt5c1a Olfm2 Pkp3 Ppp2r5b Ptpn1 Rora Rrad Sertad1 Slco3a1 Sorl1 Srgap3 Syn1 Tcp11l2 Tmem205 Txk Zpbp2
Zbtb7a	Th17_upOnly.txt	Th17_upOnly	1170	up	74	44	3.85429127725e-07	0.000837152065419	Abhd15 Adap1 Anxa11 Arhgap33 Arid5a Atp6v1b1 C030037D09Rik Casz1 Cebpb Chd7 Cyfip2 Espn Furin Ggn Gys1 Itpk1 Lama5 Lingo3 Lrfn1 Ltk Map3k6 Mapk3 Mapk7 March9 Nckipsd Nlgn2 Phospho1 Plscr3 Prr7 Prx Pxn Rab4b Rps6ka4 Samd1 Sbno2 Smtn Ssbp4 Stab1 Syngr1 Thra Tnfrsf8 Tnk2 Trerf1 Trp53i13
Fosl2	Th17_upOnly.txt	Th17_upOnly	1170	up	143	73	3.86598577817e-07	0.000839305512441	Abcb9 Acp5 Adora2a Ankrd55 Anxa11 Arid5a Asb2 B430306N03Rik Bcl2l14 C920009B18Rik Chd7 Cndp2 Creb3l2 Crem Csnk1e Csrnp1 Ctla2b Cxcr1 Cxcr6 Ddr1 Dlg4 Dpy19l3 Fam102a Frmd4b Gabbr1 Gad2 Gnb5 H60b Il12rb2 Il4ra Itga3 Itga7 Itgb7 Kcnmb4 Lamc2 Lbp Lgmn Lpp Malt1 Mta3 Nav2 Neurl3 Olfr527 Plcd4 Pltp Ppp1r3b Prex1 Ptprf Qrich2 Rab39b Rapgef3 Rgs16 Rgs8 Rora Scrt1 Sema6b Sertad1 Ski Smad3 Sox5 Specc1 Syde2 Tbc1d16 Tcp11l2 Tgm2 Trerf1 Tspan5 Tubb6 Ubtd1 Wdfy2 Zdhhc18 Znrf1 Zswim4
Klf10	Th17_downOnly.txt	Th17_downOnly	1248	down	29	23	4.47418258775e-07	0.000970897621543	Apobec1 Bmp2 Calcr Cd70 Cd81 Csf2 Dpp4 Fam160a1 Gca Krt16 Lin7a Ms4a4c Ms4a6c Ntrk3 Ppap2a Pter Serpine2 Spry2 Stat4 Ticam2 Tnfsf11 Tspan3 Wisp1
Hsf2	Th17_downOnly.txt	Th17_downOnly	1248	up	56	37	4.49800583779e-07	0.000975617466218	2900026A02Rik 4930506M07Rik Ablim3 Alpk1 Ankrd33b Arhgef3 Casp3 Cd74 Cd83 Dgki Dmxl2 Echdc3 Fam81a Fzd6 Gramd1b Hapln1 Igfbp7 Itgb1 Krt17 Lad1 Lpl Mnda Mndal Myh10 Nrp1 Pard3 Pcsk1 Penk Ptrf Rai14 Rims2 Scin Sh2d4a Tnfsf11 Tnnt2 Trib1 Trpa1
Prdm16	Th17_upOnly.txt	Th17_upOnly	1170	up	36	26	4.53799312017e-07	0.000983836908452	1190002N15Rik Adm2 Ahr Ahrr Atp6v0a1 BC029722 Cd5l Chst12 Cpox Cyp11a1 Lrp8 Nckipsd Nek6 Neurl3 Nipal1 Nlgn2 Pipox Ptgfrn Rps6ka2 Sesn3 Spatc1 Syde1 Tmem176a Tmem176b Tspan5 Xylt2
Nfe2l2	Th17_upOnly.txt	Th17_upOnly	1170	up	119	63	4.73035308035e-07	0.00102506751251	1110054M08Rik 2310007L24Rik A930003A15Rik Arhgef10 Arid5a Batf3 Casp6 Ccr1l1 Ccr3 Cela1 Chd7 Crem Ctla2a Dab2 Ehd3 Etv1 Fgf7 Gad1 Gadd45g Gfra1 Gm6225 Ifitm1 Il22 Il33 Il7r Ildr1 Iltifb Lmo2 Ly6a Ly6c1 Ly6e Mei4 Mrc1 Mta3 Mxd1 Mylk Neat1 Nek6 Nod2 Optc Pmm1 Rabggta S1pr1 Sept9 Sepw1 Serpinb5 Sipa1l2 Smox Socs1 Sox5 Spef2 Ssbp4 Sytl1 Tctex1d1 Tle1 Tmprss6 Tnfrsf8 Tnip3 Upp1 Vps37b Ypel4 Zbtb7c Zfp629
C030039L03Rik	Th17_upOnly.txt	Th17_upOnly	1170	up	77	45	5.68787485e-07	0.00123199369251	2310022B05Rik 4930417O13Rik Agrp Arrb1 Atp7b B430319G15Rik Bcar1 Bnip3 Cbln3 D930048N14Rik Ddit4 Epm2a Epor Ero1l Foxj1 Fzd7 Gapdhs Gck Gm11992 Gys1 Ier3 Insrr Itga7 Kank1 Kcnc3 Mboat2 Muc2 Ndrg2 Neat1 P4ha2 Pafah1b3 Plcxd1 Plod2 Ppp1r3b Rab39 Rgs11 Scrt1 Serpine1 Smtnl2 Sncb Spatc1 Sult4a1 Tro Vldlr Zmynd10
Nfkb2	Th17_downOnly.txt	Th17_downOnly	1248	up	177	90	6.02411596717e-07	0.00130422110689	4632434I11Rik 8430427H17Rik Ablim3 Acot12 Ahnak Aldh3a1 Ankrd33b Antxr2 Arc Arhgap22 Atp11a B4galnt3 C2cd4b Ccdc50 Cd70 Cd83 Cdc14a Cdk5r1 Col27a1 Csf2 Cx3cl1 Dusp1 Dusp14 Eml1 Eml6 F9 Fam129c Fam160a1 Fam69c Fam78b Fermt1 Fut8 Glt28d2 Gna15 Gng4 Gpr35 Gpr56 Grpr Hdac9 Heg1 Idi2 Irf5 Itgb1 Kctd15 Kif13b Lad1 Loxl2 Marcks Mex3b Ms4a6c Nid1 Nid2 Nkx1-2 Nostrin Notch2 Nrg1 Nrp1 Ntrk3 Nts Olr1 Opn3 Pde4a Pde8a Plagl1 Plekhh1 Pparg Prm2 Psd Ptger4 Rel Rufy3 Sbf2 Scin Serpinc1 Sh2b2 Snx11 Spry2 Tcf7l2 Tlr9 Tmcc2 Tmem120b Tnfrsf19 Tnfsf11 Tnfsf8 Tspan3 Twist1 Utp20 Vgf Zbtb10 Zbtb46
Sp4	Th17_upOnly.txt	Th17_upOnly	1170	up	261	118	6.14208491734e-07	0.00132914717611	1700025G04Rik 1810010H24Rik 4930539E08Rik Abcb9 Ablim2 Acox3 Acsl4 Arhgap33 Arhgef10 Arid5a Arl4c Atp6v0a1 B4galt2 Bcl3 Bend4 Bhlha15 Casp6 Cebpb Cfd Chd7 Crat Creb3l2 Crem Cul9 Cxcr4 Cyp2d22 Dach2 Dgat1 Efhc1 Enpp2 Enpp3 Epor Eps8 Ermn Espn Fam65c Fbxo44 Fosl2 Foxj1 Gatsl3 Gimap7 Gjc2 Gmfg Gnaz Gpr146 Grb7 H2-DMb1 H2-DMb2 H2-Ob Hif1a Itpk1 Jup Lipe Lpp Lst1 Lyl1 Mapk7 Mef2b Megf8 Mrgpre Mxd1 Mycn Naga Ndrg4 Ninj1 Nkain1 Numbl Padi2 Pdzd4 Phospho1 Pkp3 Pld2 Plekhg5 Plekho2 Prr7 Ptpn4 Pwwp2b Rab4b Radil Rasgrp2 Rcan3 Rhd Rhoc Rhoq Rufy4 S100a4 S100a6 S1pr1 Sema4f Sema4g Sept4 Sertad3 Sgtb Sh2b1 Slc41a3 Slc9a3r1 Smox Socs3 Sorcs2 Spsb1 Stac2 Syde1 Syngr3 Tcp11l2 Tmem163 Tnfrsf8 Tom1 Trove2 Trpc3 Ubtd1 Usp35 Vps37d Wwp1 Ypel3 Ypel4 Zfp36 Zfp9 Zscan10
Bcl11b	Th17_downOnly.txt	Th17_downOnly	1248	up	67	42	6.534341912e-07	0.00141337815557	5430427O19Rik 5730508B09Rik Acsl6 Alcam Arhgap26 Asap1 Bcl6b Casp3 Cav2 Cd80 Celf2 Csgalnact1 Cyth3 D630039A03Rik Dcaf17 Ddc Dmd Dusp18 Hs3st1 Irf5 L3mbtl3 Lrmp Marcks Ms4a4b Myo1b Nostrin P2ry1 Pdzk1ip1 Pla1a Plcl1 Plxdc2 Rnf135 Sh2d1b1 Sh3bp4 Slamf6 St14 Ticam2 Tmem86a Tnfaip8 Tnfsf10 Trat1 Zfp280b
Csrnp1	Th17_upOnly.txt	Th17_upOnly	1170	up	27	21	7.85440053774e-07	0.00169655051615	Arhgef10 Crem Dusp8 Fam102a Fosl2 Gm6225 Ier3 Maff Mvp Mxd1 Osm Pim1 Plaur Ppp1r3b Sbno2 Sema7a Sertad1 Sgk1 Socs1 Socs3 Zswim4
Zfp827	Th17_upOnly.txt	Th17_upOnly	1170	down	27	21	7.85440053774e-07	0.00169655051615	Acp5 Ccr2 Ccr5 Cxcr1 Ddr1 Eif4e3 Emb Enpp1 Gimap7 Gngt2 Gpr18 H2-DMb1 Il21 Klhl6 Npc2 Pqlc1 Rrad Serpinb1a Skap2 Socs3 Susd3
Tal2	Th17_upOnly.txt	Th17_upOnly	1170	down	27	21	7.85440053774e-07	0.00169655051615	Abcb9 Asb2 BC029722 Batf Bcl3 Cd200r1 Gfi1 Gmfg Id2 Il22 Lpp Mapk7 Ndst1 Padi2 Prex1 Ptpn4 Pxn Rbpj Rnf19b Smad3 Tle6
Nfkb2	Th17_upOnly.txt	Th17_upOnly	1170	down	62	38	8.32910324045e-07	0.00179825338961	Ankrd55 Aqp9 Armcx6 Atp2b4 Bcl2l15 Casp6 Cd2 Cdyl2 Chd7 Ctla2a Ctla2b Cyp1b1 D830046C22Rik Emb Emp1 Entpd1 Fgl2 Fxyd7 Gpr18 Gpr68 Itgam Mpp2 Phospho1 Ppp1r1b Prkar1b Rhoq Rimkla Selenbp1 Serpinb5 Slc38a3 Slc41a3 Socs1 Sorl1 Tgm1 Txk Zcchc24 Zpbp2 a
Arid3a	Th17_downOnly.txt	Th17_downOnly	1248	down	53	35	9.45120437024e-07	0.0020395699031	Adrb2 Antxr2 BC094916 Bcl2l11 Ccdc67 Cd160 Ces2b Clec2i Cnksr3 Ctss D1Ertd622e Epcam Erap1 Glcci1 Glipr1 Gm2762 Ikzf2 Inadl Itm2a Lrrn3 Mmd Ms4a4b Ms4a4c Prss12 Ptprc Ptpre Pydc3 Rasgrp1 Scml4 Srpk2 Tox Trib1 Tspan13 Wscd2 Zfp36l1
