	Batf	Etv6	Fosl2	Hif1a	Irf4	Maf	Nfe2l2	Rorc	Stat3
Gm4532	0	2.0	0	2.0	3.0	0	0	0	0
Gm4559	1.0	0	0	0	2.0	0	0	0	0
Gm4566	1.0	0	0	0	0	1.0	0	0	0
Gm4598	0	0	0	0	0	3.0	0	0	0
Gm4737	3.0	0	1.0	0	2.0	0	0	0	0
Gm4759	1.0	0	2.0	0	0	0	0	0	0
Gm4814	5.0	0	0	0	2.0	0	0	0	0
Gm4827	15.0	2.0	12.0	1.0	8.0	9.0	1.0	3.0	3.0
Gm4832	6.0	0	6.0	0	4.0	4.0	1.0	1.0	3.0
Gm4861	2.0	0	2.0	0	1.0	2.0	0	1.0	0
Gm4890	6.0	2.0	1.0	1.0	5.0	4.0	1.0	2.0	0
Gm4922	0	0	2.0	0	0	2.0	0	0	0
Gm4925	2.0	0	6.0	0	3.0	0	0	0	1.0
Gm4926	4.0	0	2.0	0	0	1.0	0	0	0
Gm4952	5.0	0	4.0	0	1.0	2.0	0	1.0	0
Gm4961	1.0	0	2.0	0	0	0	0	0	0
Gm5065	3.0	0	2.0	0	3.0	0	0	0	0
Gm5069	7.0	1.0	6.0	2.0	5.0	2.0	0	0	1.0
Gm5082	4.0	0	2.0	0	2.0	3.0	0	2.0	0
Gm5083	4.0	0	4.0	0	1.0	3.0	0	0	0
Gm5086	5.0	0	2.0	0	0	2.0	0	0	0
Gm5105	6.0	0	4.0	0	2.0	2.0	0	0	0
Gm5111	7.0	0	9.0	1.0	3.0	2.0	0	1.0	2.0
Gm5113	0	0	4.0	2.0	3.0	4.0	1.0	1.0	0
Gm5122	10.0	0	10.0	1.0	3.0	7.0	0	3.0	4.0
Gm5127	2.0	0	1.0	0	0	0	0	0	0
Gm5129	6.0	2.0	4.0	1.0	4.0	3.0	0	1.0	3.0
Gm5134	0	0	0	0	1.0	0	0	0	0
Gm5141	3.0	0	0	0	0	0	0	0	1.0
Gm5148	1.0	0	1.0	0	1.0	0	0	0	0
Gm5176	13.0	2.0	3.0	0	5.0	3.0	2.0	4.0	0
Gm525	4.0	0	4.0	0	1.0	2.0	0	2.0	0
Gm53	2.0	0	0	0	0	1.0	0	0	0
Gm5414	0	0	0	0	0	1.0	0	0	0
Gm5416	2.0	0	2.0	0	0	1.0	0	0	0
Gm5420	9.0	0	4.0	0	1.0	0	0	0	1.0
Gm5431	6.0	0	3.0	0	0	0	0	0	0
Gm5441	2.0	0	1.0	0	0	4.0	0	0	0
Gm5464	5.0	3.0	4.0	0	5.0	3.0	0	3.0	8.0
Gm5468	9.0	0	6.0	2.0	4.0	11.0	1.0	3.0	5.0
Gm5475	8.0	0	5.0	0	5.0	5.0	0	0	2.0
Gm5477	2.0	0	2.0	0	0	1.0	0	0	0
Gm5483	2.0	0	2.0	0	0	0	0	0	0
Gm5523	0	0	0	0	0	2.0	0	0	0
Gm5532	4.0	0	4.0	0	1.0	2.0	0	1.0	1.0
Gm5535	12.0	0	9.0	1.0	4.0	4.0	0	1.0	3.0
Gm5538	4.0	0	4.0	0	1.0	0	0	0	0
Gm5544	32.0	0	21.0	0	8.0	12.0	0	3.0	2.0
Gm5547	16.0	0	10.0	0	12.0	10.0	0	3.0	3.0
Gm5577	0	0	2.0	0	0	0	0	0	0
Gm5595	2.0	0	0	0	0	2.0	0	0	0
Gm5607	1.0	0	1.0	0	0	0	0	0	0
Gm561	1.0	0	0	1.0	2.0	2.0	0	0	0
Gm5617	2.0	2.0	0	2.0	1.0	1.0	0	0	0
Gm572	0	0	0	1.0	1.0	1.0	0	0	0
Gm5741	4.0	2.0	2.0	1.0	3.0	1.0	0	0	0
Gm5767 	1.0	0	1.0	2.0	0	2.0	0	0	0
Gm5820	12.0	0	14.0	0	0	0	0	0	0
Gm5833	6.0	0	0	0	2.0	1.0	0	0	0
Gm5878	1.0	0	2.0	0	0	0	0	0	0
Gm5893	4.0	0	2.0	0	2.0	0	0	0	0
Gm590	2.0	0	2.0	0	3.0	0	0	0	3.0
Gm5907	10.0	0	2.0	0	2.0	1.0	0	0	1.0
Gm6034	0	0	2.0	0	3.0	1.0	0	0	0
Gm6042	1.0	0	2.0	0	0	0	0	0	0
Gm609	3.0	0	2.0	0	2.0	1.0	0	0	0
Gm6116	3.0	0	2.0	0	3.0	2.0	0	1.0	0
Gm614	3.0	1.0	2.0	0	2.0	3.0	6.0	1.0	0
Gm6225	8.0	1.0	8.0	3.0	3.0	4.0	1.0	4.0	3.0
Gm6277	4.0	0	5.0	0	0	0	0	0	0
Gm6297	6.0	2.0	3.0	0	3.0	4.0	1.0	1.0	4.0
Gm6307	0	0	2.0	0	0	0	0	0	0
Gm6377	3.0	0	2.0	0	1.0	1.0	0	0	0
Gm6416	7.0	0	6.0	0	3.0	3.0	0	0	0
Gm6455	2.0	0	2.0	0	1.0	0	0	0	0
Gm6498	16.0	0	13.0	1.0	7.0	5.0	0	3.0	6.0
Gm6525	3.0	0	2.0	0	3.0	2.0	0	1.0	4.0
Gm6548	2.0	0	1.0	0	1.0	0	0	0	0
Gm6559	2.0	0	3.0	2.0	1.0	0	0	0	0
Gm6607	5.0	0	0	0	0	2.0	2.0	1.0	0
Gm6623	0	0	0	0	0	0	0	0	2.0
Gm6634	2.0	0	2.0	0	0	0	0	0	0
Gm6642	3.0	0	2.0	0	1.0	2.0	0	1.0	1.0
Gm6654	6.0	2.0	2.0	2.0	3.0	2.0	0	0	0
Gm6787	9.0	2.0	9.0	0	3.0	4.0	0	0	0
Gm6792	8.0	0	4.0	0	2.0	2.0	0	0	0
Gm684	7.0	0	2.0	0	2.0	0	0	0	2.0
Gm6904	3.0	0	0	0	1.0	0	0	0	0
Gm6936	15.0	0	10.0	1.0	10.0	7.0	1.0	4.0	10.0
Gm694	4.0	2.0	5.0	1.0	3.0	2.0	0	1.0	3.0
Gm6981	8.0	0	3.0	1.0	4.0	5.0	0	1.0	0
Gm7008	3.0	2.0	2.0	1.0	3.0	1.0	0	1.0	0
Gm7030	0	0	0	0	3.0	2.0	0	0	0
Gm7073	2.0	0	2.0	0	0	0	0	0	0
Gm7120	2.0	0	0	0	1.0	0	1.0	1.0	0
Gm7244	2.0	1.0	1.0	0	4.0	1.0	2.0	0	1.0
Gm7271	2.0	0	0	0	0	0	0	0	0
Gm7325	1.0	0	3.0	1.0	1.0	1.0	0	0	0
Gm7444	0	0	0	0	0	1.0	0	0	0
Gm7457	17.0	0	9.0	0	9.0	8.0	1.0	4.0	5.0
Gm7534	2.0	0	2.0	2.0	0	0	0	0	0
Gm7550	3.0	0	2.0	0	1.0	0	0	0	0
Gm7616	3.0	0	1.0	0	3.0	1.0	0	0	2.0
Gm766	4.0	0	3.0	0	3.0	4.0	1.0	0	1.0
Gm7854	5.0	1.0	3.0	0	1.0	1.0	0	0	0
Gm7904	6.0	0	2.0	1.0	6.0	4.0	0	2.0	0
Gm7932 	4.0	0	2.0	0	1.0	0	0	0	0
Gm8013	12.0	0	5.0	0	7.0	4.0	0	1.0	7.0
Gm805	2.0	0	0	0	0	0	0	0	0
Gm8234	2.0	0	3.0	0	0	0	0	0	0
Gm826	1.0	0	1.0	0	0	0	0	0	0
Gm829	2.0	0	2.0	0	1.0	1.0	0	0	0
Gm8298	1.0	0	1.0	0	0	0	0	0	0
Gm8363	0	0	0	0	2.0	2.0	0	0	0
Gm8369	24.0	3.0	14.0	3.0	24.0	16.0	0	7.0	24.0
Gm8439	0	0	0	0	0	4.0	0	2.0	0
Gm853	0	0	0	0	0	0	0	1.0	0
Gm8580	1.0	0	2.0	0	0	0	0	0	0
Gm8615	2.0	0	4.0	0	0	0	0	2.0	0
Gm867	3.0	0	1.0	0	1.0	3.0	1.0	0	0
Gm8801	0	0	0	0	0	0	3.0	0	0
Gm8817	1.0	0	3.0	0	0	0	0	0	0
Gm8884	5.0	1.0	2.0	0	3.0	1.0	0	0	0
Gm8909	1.0	0	0	0	0	0	0	0	0
Gm9047	1.0	0	0	0	2.0	0	0	0	1.0
Gm9054	8.0	0	3.0	0	4.0	2.0	0	0	0
Gm9199	5.0	0	4.0	0	2.0	1.0	0	3.0	1.0
Gm933	3.0	0	0	0	1.0	0	0	0	0
Gm9573	2.0	0	1.0	0	0	0	0	0	0
Gm960	6.0	0	4.0	0	2.0	1.0	0	1.0	0
Gm973	3.0	0	2.0	0	3.0	1.0	0	1.0	0
Gm9776	2.0	1.0	1.0	1.0	1.0	1.0	0	0	0
Gm9895	3.0	0	2.0	0	3.0	2.0	0	1.0	3.0
Gm9899	1.0	0	2.0	0	0	0	0	0	0
Gm9905 	3.0	2.0	2.0	2.0	3.0	2.0	0	1.0	0
Gm9920	0	2.0	0	0	1.0	0	0	0	0
Gm9926	5.0	0	4.0	0	1.0	2.0	0	0	0
Gm9949 	10.0	2.0	4.0	0	6.0	4.0	0	2.0	0
Gm9958	3.0	2.0	1.0	0	4.0	1.0	0	0	0
Gm996	1.0	0	0	0	1.0	1.0	0	0	0
Gm9961	2.0	2.0	0	1.0	3.0	0	0	1.0	0
Gmcl1	2.0	3.0	2.0	0	2.0	2.0	0	0	0
Gmds	30.0	0	25.0	0	11.0	9.0	0	2.0	2.0
Gmeb1	6.0	1.0	2.0	2.0	2.0	2.0	3.0	1.0	0
Gmeb2	0	1.0	1.0	0	2.0	1.0	0	0	0
Gmfb	14.0	0	8.0	2.0	7.0	7.0	1.0	1.0	0
Gmfg	11.0	3.0	7.0	1.0	7.0	4.0	0	2.0	5.0
Gmnn	3.0	1.0	3.0	3.0	0	0	0	0	0
Gmppa	0	0	0	2.0	1.0	0	0	0	0
Gmppb	0	0	0	1.0	2.0	0	0	0	0
Gmpr	5.0	0	5.0	0	1.0	0	0	0	0
Gmpr2	5.0	4.0	2.0	2.0	6.0	2.0	4.0	1.0	2.0
Gmps	1.0	2.0	0	3.0	2.0	0	1.0	0	0
Gna11	3.0	0	4.0	0	3.0	4.0	0	2.0	4.0
Gna12	6.0	0	9.0	0	3.0	5.0	0	0	0
Gna13	19.0	2.0	9.0	2.0	8.0	8.0	1.0	3.0	4.0
Gna14	2.0	0	2.0	0	0	0	0	0	0
Gna15	8.0	1.0	6.0	4.0	2.0	1.0	0	4.0	2.0
Gnai2	4.0	4.0	5.0	4.0	5.0	5.0	7.0	2.0	3.0
Gnai3	9.0	2.0	4.0	1.0	10.0	7.0	5.0	1.0	1.0
Gnaq	29.0	0	20.0	0	9.0	12.0	0	3.0	0
Gnas	0	2.0	1.0	0	0	0	0	0	0
Gnat1	0	0	0	0	0	2.0	0	0	1.0
Gnat2	1.0	0	1.0	0	2.0	1.0	3.0	0	0
Gnat3	2.0	0	0	0	1.0	0	0	0	0
Gnb1	18.0	1.0	7.0	5.0	10.0	1.0	3.0	3.0	0
Gnb1l	4.0	0	0	1.0	0	1.0	0	0	0
Gnb2	2.0	0	2.0	2.0	3.0	3.0	4.0	2.0	0
Gnb3	3.0	0	1.0	2.0	3.0	0	1.0	0	0
Gnb4	6.0	0	2.0	0	1.0	0	0	0	0
Gnb5	9.0	0	4.0	0	0	5.0	0	1.0	4.0
Gne	5.0	0	4.0	1.0	3.0	1.0	0	0	0
Gng10	0	0	0	0	1.0	0	0	0	0
Gng12	21.0	0	12.0	0	3.0	7.0	0	3.0	1.0
Gng2	25.0	0	14.0	1.0	12.0	11.0	0	2.0	5.0
Gng3	0	0	0	0	1.0	2.0	0	0	0
Gng4	0	0	2.0	0	0	0	0	0	0
Gng5	5.0	0	1.0	4.0	1.0	2.0	0	0	0
Gng7	14.0	0	14.0	3.0	3.0	8.0	0	1.0	3.0
Gng8	2.0	0	2.0	0	0	1.0	1.0	0	0
Gngt2	7.0	1.0	5.0	0	5.0	5.0	0	1.0	5.0
Gnl1	13.0	7.0	4.0	1.0	10.0	4.0	1.0	1.0	3.0
Gnl2	7.0	2.0	4.0	0	3.0	0	0	0	0
Gnl3	8.0	2.0	3.0	2.0	3.0	0	0	1.0	3.0
Gnl3l	3.0	1.0	2.0	0	4.0	2.0	0	0	2.0
Gnpat	1.0	3.0	1.0	2.0	2.0	1.0	0	1.0	0
Gnpda1	10.0	0	6.0	0	3.0	11.0	0	1.0	0
Gnpda2	9.0	0	6.0	0	2.0	4.0	0	3.0	4.0
Gnpnat1	4.0	2.0	1.0	1.0	0	1.0	0	1.0	0
Gnptab	29.0	2.0	17.0	3.0	11.0	13.0	1.0	6.0	6.0
Gnptg	5.0	2.0	4.0	2.0	2.0	2.0	1.0	1.0	0
Gns	2.0	0	2.0	0	0	0	0	0	0
Golga1	3.0	2.0	1.0	2.0	2.0	1.0	0	1.0	0
Golga2	2.0	1.0	2.0	0	0	0	0	0	0
Golga3	1.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	0
Golga4	8.0	0	5.0	1.0	0	0	0	0	0
Golga5	1.0	2.0	0	0	1.0	0	0	2.0	0
Golga7	4.0	2.0	3.0	1.0	7.0	1.0	0	0	2.0
Golga7b	2.0	0	0	0	0	0	0	0	0
Golgb1	3.0	2.0	4.0	1.0	2.0	0	0	0	1.0
Golim4	21.0	0	12.0	0	6.0	7.0	0	3.0	4.0
Golm1	5.0	0	5.0	0	2.0	3.0	0	1.0	2.0
Golph3	12.0	2.0	6.0	1.0	5.0	2.0	1.0	1.0	0
Golph3l	0	0	2.0	0	0	2.0	0	0	0
Golt1a	2.0	0	0	0	1.0	0	0	0	0
Golt1b	8.0	2.0	5.0	1.0	3.0	1.0	0	1.0	1.0
Gopc	0	0	2.0	1.0	0	0	0	0	0
Gorab	12.0	0	8.0	0	3.0	6.0	0	1.0	1.0
Gorasp1	2.0	0	1.0	2.0	1.0	0	0	0	0
Gosr1	9.0	0	2.0	0	6.0	4.0	0	2.0	1.0
Gosr2	8.0	2.0	5.0	2.0	5.0	4.0	0	2.0	3.0
Got1	0	0	0	0	0	0	1.0	0	0
Got1l1	3.0	0	4.0	0	0	4.0	0	1.0	0
Got2	6.0	0	4.0	1.0	4.0	2.0	3.0	2.0	0
Gp1ba	6.0	2.0	6.0	2.0	8.0	5.0	0	1.0	0
Gp1bb	0	0	0	0	1.0	1.0	0	1.0	1.0
Gpa33	4.0	0	4.0	0	1.0	1.0	0	0	0
Gpaa1	5.0	3.0	2.0	1.0	4.0	0	0	1.0	7.0
Gpalpp1	2.0	1.0	0	2.0	3.0	0	0	0	0
Gpam	5.0	1.0	3.0	2.0	1.0	2.0	0	2.0	0
Gpank1	0	2.0	2.0	0	2.0	2.0	0	0	0
Gpat2	1.0	1.0	0	0	0	0	0	0	0
Gpat4	3.0	0	1.0	0	0	0	1.0	0	0
Gpatch1	1.0	0	2.0	0	1.0	0	0	0	0
Gpatch11	2.0	1.0	3.0	0	1.0	1.0	0	0	1.0
Gpatch2	10.0	2.0	5.0	0	5.0	1.0	0	2.0	2.0
Gpatch2l	0	2.0	0	0	1.0	1.0	0	0	0
Gpatch3	1.0	3.0	2.0	1.0	1.0	0	1.0	1.0	0
Gpatch4	6.0	2.0	6.0	0	3.0	0	0	1.0	2.0
Gpatch8	0	0	1.0	0	0	2.0	0	0	0
Gpbar1	0	0	1.0	2.0	1.0	0	0	0	0
Gpbp1	9.0	0	1.0	5.0	6.0	3.0	0	0	0
Gpbp1l1	5.0	5.0	0	1.0	5.0	4.0	1.0	0	0
Gpc1	2.0	0	0	0	0	0	0	0	0
Gpc2	2.0	0	0	1.0	1.0	0	0	2.0	0
Gpc3	4.0	0	2.0	0	1.0	2.0	0	1.0	0
Gpc6	3.0	0	1.0	0	0	0	0	1.0	0
Gpcpd1	6.0	0	3.0	1.0	4.0	1.0	0	0	4.0
Gpd1	6.0	0	3.0	0	2.0	3.0	0	0	0
Gpd1l	7.0	0	2.0	0	2.0	1.0	0	0	0
Gpd2	20.0	2.0	16.0	1.0	5.0	2.0	0	2.0	4.0
Gpha2	2.0	0	1.0	0	2.0	0	0	0	2.0
Gphb5	2.0	0	2.0	0	1.0	0	0	2.0	0
Gphn	14.0	0	4.0	2.0	7.0	0	0	1.0	0
Gpi1	8.0	0	2.0	4.0	2.0	2.0	6.0	2.0	1.0
Gpld1	8.0	0	9.0	0	1.0	1.0	0	0	2.0
Gpm6b	2.0	0	0	0	0	0	0	0	0
Gpn2	4.0	3.0	6.0	1.0	2.0	1.0	1.0	1.0	0
Gpn3	9.0	2.0	3.0	4.0	7.0	3.0	1.0	3.0	0
Gpnmb	10.0	0	6.0	0	1.0	2.0	0	2.0	0
Gpr1	2.0	2.0	1.0	0	5.0	0	4.0	0	1.0
Gpr107	8.0	2.0	4.0	2.0	2.0	6.0	0	1.0	3.0
Gpr108	1.0	2.0	2.0	0	1.0	0	0	0	0
Gpr119	1.0	0	0	0	0	0	0	0	0
Gpr132	18.0	1.0	11.0	5.0	13.0	9.0	1.0	9.0	9.0
Gpr135	0	0	0	0	1.0	0	0	1.0	0
Gpr137	0	0	0	0	5.0	0	0	0	0
Gpr137c	3.0	0	4.0	0	1.0	0	0	0	0
Gpr141	4.0	0	2.0	0	0	0	0	0	0
Gpr142	3.0	0	2.0	1.0	5.0	2.0	0	3.0	1.0
Gpr146	3.0	0	5.0	1.0	6.0	4.0	0	2.0	7.0
Gpr15	18.0	1.0	11.0	1.0	6.0	9.0	2.0	1.0	4.0
Gpr152	5.0	0	2.0	0	1.0	0	1.0	1.0	0
Gpr153	0	0	0	1.0	0	0	1.0	1.0	0
Gpr155	2.0	0	2.0	0	0	2.0	0	0	0
Gpr156	13.0	0	10.0	0	5.0	5.0	0	3.0	3.0
Gpr157	1.0	0	0	0	0	0	0	0	0
Gpr162	6.0	0	5.0	1.0	4.0	0	6.0	1.0	0
Gpr171	19.0	1.0	9.0	0	8.0	6.0	0	1.0	3.0
Gpr174	5.0	0	4.0	0	0	2.0	0	0	0
Gpr176	6.0	0	6.0	1.0	5.0	2.0	0	1.0	2.0
Gpr179	5.0	0	2.0	0	1.0	0	0	0	0
Gpr18	18.0	0	9.0	0	13.0	10.0	0	1.0	9.0
Gpr180	8.0	2.0	3.0	1.0	4.0	0	0	0	0
Gpr182	8.0	0	5.0	0	0	2.0	0	0	0
Gpr183	25.0	0	10.0	5.0	18.0	11.0	0	5.0	13.0
Gpr19	0	0	2.0	0	0	2.0	0	0	0
Gpr25	11.0	0	4.0	0	5.0	6.0	0	2.0	1.0
Gpr27	3.0	0	0	0	3.0	0	0	0	0
Gpr3	3.0	0	2.0	0	1.0	0	1.0	0	0
Gpr33	4.0	0	2.0	0	2.0	2.0	0	1.0	1.0
Gpr37l1	2.0	0	0	0	0	0	0	0	0
Gpr4	4.0	0	2.0	2.0	3.0	2.0	0	1.0	4.0
Gpr55	8.0	0	3.0	0	3.0	2.0	0	1.0	1.0
Gpr61	5.0	2.0	2.0	1.0	7.0	5.0	0	1.0	0
Gpr62	5.0	0	2.0	0	0	2.0	0	0	0
Gpr65	11.0	3.0	8.0	3.0	7.0	7.0	1.0	4.0	6.0
Gpr68	13.0	1.0	8.0	1.0	7.0	6.0	0	1.0	4.0
Gpr82	0	0	1.0	0	0	1.0	0	0	0
Gpr83	0	0	0	0	0	1.0	0	0	0
Gpr84	1.0	0	2.0	0	1.0	1.0	0	1.0	0
Gpr87	2.0	0	0	0	0	0	0	0	0
Gpr89	6.0	0	2.0	0	1.0	2.0	0	1.0	0
Gprc5a	5.0	0	6.0	1.0	1.0	2.0	0	1.0	0
Gprc5b	3.0	0	0	0	1.0	0	0	0	0
Gprc5c	0	0	1.0	0	0	2.0	0	0	0
Gprin3	4.0	0	3.0	0	1.0	0	0	0	0
Gps1	3.0	4.0	1.0	2.0	5.0	1.0	0	2.0	0
Gps2	6.0	5.0	4.0	5.0	4.0	5.0	5.0	0	4.0
Gpsm1	2.0	2.0	0	0	1.0	0	0	0	0
Gpsm2	13.0	0	9.0	0	5.0	7.0	0	2.0	5.0
Gpsm3	0	2.0	0	1.0	2.0	0	0	0	0
Gpt	4.0	0	2.0	0	1.0	1.0	0	0	0
Gpt2	2.0	0	5.0	0	0	0	3.0	0	0
Gpx1	10.0	4.0	7.0	2.0	5.0	4.0	2.0	1.0	1.0
Gpx2	0	0	1.0	0	0	0	0	0	0
Gpx2-ps1	4.0	0	4.0	0	0	0	0	0	0
Gpx3	2.0	0	2.0	0	0	2.0	0	0	1.0
Gpx4	0	1.0	0	2.0	1.0	0	1.0	0	0
Gpx5	3.0	0	2.0	0	1.0	0	0	2.0	1.0
Gpx6	4.0	0	1.0	0	1.0	0	0	1.0	0
Gpx7	2.0	0	0	0	1.0	0	0	0	0
Gpx8	7.0	0	6.0	0	3.0	3.0	0	0	0
Gramd1a	13.0	4.0	10.0	3.0	14.0	8.0	5.0	3.0	11.0
Gramd1b	2.0	0	1.0	0	0	0	0	0	0
Gramd1c	1.0	0	2.0	0	0	0	0	0	0
Gramd2	2.0	0	2.0	0	0	0	0	0	0
Gramd3	5.0	0	4.0	0	4.0	2.0	0	0	5.0
Gramd4	11.0	0	9.0	1.0	4.0	3.0	1.0	1.0	5.0
Grap	16.0	2.0	11.0	1.0	11.0	6.0	0	5.0	6.0
Grap2	13.0	0	5.0	0	10.0	5.0	0	4.0	2.0
Grasp	0	0	0	0	1.0	0	0	0	0
Grb10	2.0	0	0	0	0	0	0	0	0
Grb14	0	0	2.0	0	0	0	0	0	0
Grb2	17.0	0	12.0	2.0	9.0	4.0	0	2.0	2.0
Grb7	14.0	1.0	8.0	3.0	11.0	4.0	0	2.0	9.0
Grcc10	12.0	3.0	8.0	4.0	8.0	6.0	3.0	4.0	7.0
Grhl1	9.0	0	4.0	1.0	10.0	4.0	0	2.0	4.0
Grhl2	4.0	0	4.0	0	0	0	0	0	0
Grhl3	6.0	0	5.0	2.0	3.0	2.0	0	0	0
Grhpr	2.0	0	2.0	2.0	3.0	1.0	0	1.0	2.0
Gria3	9.0	0	2.0	0	0	0	0	0	0
Grik3	1.0	0	2.0	0	0	0	0	0	0
Grik4	10.0	0	5.0	0	2.0	2.0	0	2.0	0
Grik5	5.0	1.0	2.0	1.0	1.0	0	3.0	1.0	1.0
Grin1	3.0	0	2.0	0	1.0	0	0	0	0
Grin1os	3.0	0	1.0	0	2.0	0	0	0	0
Grin2c	6.0	0	4.0	0	4.0	2.0	0	0	0
Grin2d	0	2.0	1.0	0	6.0	1.0	0	0	0
Grin3b	2.0	0	0	0	2.0	0	3.0	0	0
Grina	7.0	0	5.0	0	4.0	3.0	0	0	3.0
Grip2	2.0	0	0	0	0	2.0	1.0	0	0
Grk4	6.0	2.0	4.0	1.0	4.0	3.0	0	1.0	2.0
Grk5	3.0	0	2.0	0	0	0	0	0	0
Grk6	3.0	0	2.0	2.0	2.0	3.0	0	1.0	6.0
Grm2	2.0	0	0	0	0	0	0	0	0
Grm4	2.0	0	4.0	0	0	0	0	0	0
Grm6	4.0	0	2.0	0	1.0	0	0	0	0
Grm7	2.0	0	0	0	1.0	0	0	0	0
Grn	5.0	0	10.0	0	6.0	2.0	1.0	0	0
Grp	2.0	0	0	0	1.0	0	0	0	0
Grpel1	9.0	1.0	3.0	0	3.0	4.0	0	0	1.0
Grpel2	3.0	2.0	3.0	0	2.0	2.0	0	0	0
Grrp1	2.0	0	1.0	0	2.0	0	0	0	0
Grsf1	3.0	0	0	1.0	0	0	0	0	0
Grwd1	2.0	2.0	3.0	0	2.0	0	0	0	0
Grxcr1	0	0	0	0	0	1.0	0	0	0
Gsap	23.0	0	12.0	1.0	6.0	2.0	0	0	1.0
Gsc2	8.0	1.0	3.0	0	5.0	4.0	1.0	0	0
Gsdma	10.0	1.0	6.0	1.0	3.0	2.0	5.0	2.0	6.0
Gsdma2	1.0	0	0	0	0	0	0	0	0
Gsdma3	1.0	0	0	0	0	0	0	0	0
Gsdmcl-ps	3.0	0	0	0	2.0	0	0	0	0
Gse1	3.0	0	6.0	0	1.0	1.0	1.0	0	0
Gsg1l	5.0	0	6.0	0	1.0	0	0	1.0	0
Gsg2	4.0	0	3.0	1.0	3.0	6.0	2.0	1.0	0
Gsk3a	7.0	1.0	4.0	2.0	5.0	4.0	0	0	0
Gsk3b	14.0	0	9.0	0	5.0	4.0	0	2.0	4.0
Gskip	4.0	2.0	2.0	2.0	1.0	3.0	0	1.0	0
Gsn	4.0	0	2.0	0	1.0	2.0	0	0	2.0
Gspt1	1.0	0	1.0	0	0	0	0	0	0
Gspt1 	3.0	3.0	2.0	2.0	5.0	2.0	0	2.0	5.0
Gsr	9.0	1.0	5.0	2.0	3.0	0	3.0	3.0	4.0
Gss	5.0	0	6.0	0	0	0	0	2.0	0
Gsta1	2.0	0	0	0	1.0	0	0	0	0
Gsta4	1.0	0	3.0	0	1.0	2.0	1.0	0	0
Gstcd	14.0	2.0	10.0	1.0	7.0	8.0	0	2.0	4.0
Gstm1	0	0	1.0	0	2.0	1.0	0	0	3.0
Gstm3	0	0	0	0	0	0	1.0	0	0
Gstm4	3.0	2.0	0	0	0	2.0	0	0	0
Gstm5	2.0	0	2.0	0	0	0	0	0	0
Gstm6	4.0	0	4.0	0	0	0	0	0	0
Gstm7	4.0	0	6.0	0	0	0	0	0	0
Gsto1	3.0	2.0	1.0	0	4.0	0	0	0	0
Gsto2	3.0	2.0	0	0	6.0	0	0	0	0
Gstp1	3.0	0	4.0	0	0	2.0	1.0	0	0
Gstp2	6.0	0	6.0	0	3.0	4.0	1.0	1.0	0
Gstt1	1.0	0	0	1.0	0	0	0	0	0
Gstt2	19.0	2.0	12.0	0	7.0	11.0	0	5.0	8.0
Gstt3	3.0	1.0	0	2.0	1.0	0	0	0	0
Gstt4	8.0	2.0	5.0	0	1.0	4.0	0	1.0	3.0
Gstz1	2.0	0	0	0	2.0	0	0	0	0
Gsx1	3.0	0	2.0	0	3.0	0	0	0	0
Gsx2	4.0	0	2.0	1.0	3.0	2.0	0	1.0	2.0
Gt(rosa)26sor	14.0	3.0	4.0	3.0	12.0	5.0	1.0	2.0	2.0
Gtf2a1	12.0	4.0	8.0	4.0	10.0	10.0	2.0	7.0	3.0
Gtf2a1l	2.0	0	0	0	0	0	0	0	0
Gtf2a2	6.0	2.0	4.0	0	2.0	3.0	1.0	1.0	4.0
Gtf2b	11.0	2.0	6.0	2.0	5.0	5.0	1.0	1.0	0
Gtf2e1	3.0	0	2.0	1.0	2.0	1.0	0	0	1.0
Gtf2e2	5.0	0	4.0	2.0	1.0	0	0	0	0
Gtf2f1	2.0	2.0	4.0	0	1.0	2.0	0	3.0	1.0
Gtf2f2	14.0	0	13.0	1.0	5.0	2.0	0	0	3.0
Gtf2h1	2.0	1.0	2.0	1.0	3.0	1.0	0	1.0	0
Gtf2h2	2.0	2.0	0	0	2.0	2.0	0	1.0	0
Gtf2h3	3.0	2.0	2.0	1.0	2.0	1.0	1.0	0	3.0
Gtf2h4	4.0	2.0	3.0	0	2.0	0	0	0	0
Gtf2h5	3.0	0	2.0	1.0	0	0	0	0	0
Gtf2i	13.0	1.0	6.0	1.0	7.0	9.0	0	4.0	6.0
Gtf2ird1	3.0	0	2.0	0	1.0	0	0	0	0
Gtf2ird2	2.0	0	0	0	3.0	0	0	1.0	0
Gtf3a	4.0	1.0	2.0	0	2.0	3.0	0	0	1.0
Gtf3c1	2.0	0	0	0	0	0	0	0	0
Gtf3c2	4.0	1.0	2.0	0	3.0	3.0	1.0	0	0
Gtf3c3	3.0	2.0	3.0	1.0	3.0	0	0	2.0	1.0
Gtf3c4	1.0	2.0	0	2.0	2.0	0	0	0	0
Gtf3c5	1.0	2.0	0	1.0	4.0	0	0	0	0
Gtf3c6	8.0	4.0	4.0	3.0	4.0	2.0	2.0	5.0	4.0
Gtpbp1	4.0	0	2.0	2.0	5.0	3.0	3.0	0	0
Gtpbp10	1.0	0	1.0	0	0	0	0	0	0
Gtpbp2	6.0	0	8.0	0	1.0	1.0	0	0	0
