Regulator	Target	Weight	stroke
Etv6	Nup210	-1.623	rgb(129,163,232)
Hif1a	Nup50	1.6619	rgb(222,138,138)
Fosl2	Nup93	-1.845	rgb(117,156,235)
Stat3	Nup98	1.6811	rgb(222,137,137)
Irf4	Oas3	1.6433	rgb(222,138,139)
Fosl2	Oas3	1.8896	rgb(222,127,128)
Batf	Obfc1	1.9175	rgb(222,125,126)
Etv6	Obfc1	-1.5892	rgb(131,165,232)
Batf	Obsl1	1.8581	rgb(222,128,129)
Batf	Odc1	-1.7875	rgb(120,158,234)
Irf4	Odc1	1.7988	rgb(222,131,132)
Irf4	Orai2	-1.6035	rgb(130,164,232)
Irf4	Orc1	1.7002	rgb(222,136,137)
Batf	Osbpl3	1.8605	rgb(222,128,129)
Maf	Osbpl3	-1.8467	rgb(117,156,235)
Fosl2	Osbpl3	-1.8468	rgb(117,156,235)
Irf4	Osbpl8	1.9531	rgb(222,124,125)
Maf	Osbpl8	-1.8948	rgb(114,154,235)
Stat3	Osbpl9	1.6793	rgb(222,137,138)
Rorc	Osbpl9	-1.5738	rgb(132,165,232)
Fosl2	Osbpl9	1.9474	rgb(222,124,125)
Etv6	Osm	-1.5339	rgb(134,166,232)
Hif1a	Ost4	1.6975	rgb(222,136,137)
Batf	Ostf1	1.9769	rgb(222,123,123)
Irf4	Ostf1	1.9072	rgb(222,126,127)
Maf	Ostf1	-1.9224	rgb(113,153,235)
Stat3	Ostf1	1.7329	rgb(222,134,135)
Rorc	Ostf1	-1.8344	rgb(117,156,234)
Fosl2	Ostf1	-1.7798	rgb(120,158,234)
Hif1a	Ostf1	1.7165	rgb(222,135,136)
Maf	Ovca2	-1.8077	rgb(119,157,234)
Irf4	Oxnad1	1.6637	rgb(222,137,138)
Hif1a	P4ha1	1.8437	rgb(222,129,130)
Hif1a	P4ha2	1.8215	rgb(222,130,131)
Hif1a	P4hb	1.9251	rgb(222,125,126)
Nfe2l2	P4htm	1.7401	rgb(222,134,135)
Batf	Padi2	1.6834	rgb(222,137,137)
Maf	Padi2	-1.786	rgb(120,158,234)
Stat3	Padi2	1.7684	rgb(222,132,133)
Fosl2	Padi2	1.8449	rgb(222,129,130)
Hif1a	Pafah1b3	1.7909	rgb(222,131,132)
Irf4	Pag1	-1.9104	rgb(113,154,235)
Batf	Pank2	1.8334	rgb(222,129,130)
Irf4	Pank2	1.7823	rgb(222,132,133)
Fosl2	Pank2	1.8261	rgb(222,130,131)
Irf4	Paox	1.5892	rgb(221,141,142)
Hif1a	Paqr4	1.8179	rgb(222,130,131)
Batf	Paqr8	1.6738	rgb(222,137,138)
Irf4	Paqr8	1.8435	rgb(222,129,130)
Stat3	Paqr8	1.7068	rgb(222,135,136)
Rorc	Paqr8	1.6605	rgb(222,138,138)
Fosl2	Park7	1.91	rgb(222,126,127)
Hif1a	Park7	1.9117	rgb(222,126,127)
Batf	Parp10	1.5762	rgb(221,142,142)
Stat3	Parp10	-1.5772	rgb(131,165,232)
Stat3	Parp11	-1.7019	rgb(125,161,233)
Etv6	Parp14	-1.606	rgb(130,164,232)
Stat3	Parp16	1.5069	rgb(221,145,146)
Fosl2	Parp16	1.6551	rgb(222,138,139)
Hif1a	Parp16	1.7036	rgb(222,136,136)
Hif1a	Parp6	1.8457	rgb(222,129,130)
Rorc	Parp9	-1.5636	rgb(132,165,232)
Hif1a	Parp9	1.8645	rgb(222,128,129)
Irf4	Pbx2	1.695	rgb(222,136,137)
Etv6	Pbx2	-1.843	rgb(117,156,235)
Fosl2	Pcca	1.9413	rgb(222,124,125)
Irf4	Pcgf5	1.8949	rgb(222,126,127)
Maf	Pcgf5	-1.7004	rgb(125,161,233)
Rorc	Pcgf5	-1.6372	rgb(128,163,233)
Hif1a	Pcgf5	1.8949	rgb(222,126,127)
Fosl2	Pcx	1.5259	rgb(221,144,145)
Hif1a	Pcx	1.7258	rgb(222,135,135)
Batf	Pdcd1	-1.9524	rgb(111,153,236)
Irf4	Pdcd1	-1.9559	rgb(111,152,236)
Maf	Pdcd1	-1.9466	rgb(111,153,236)
Rorc	Pdcd1	1.6379	rgb(222,139,140)
Fosl2	Pdcd1	-1.935	rgb(112,153,235)
Batf	Pdcd1lg2	-1.9254	rgb(112,153,235)
Irf4	Pdcd1lg2	-1.8026	rgb(119,157,234)
Maf	Pdcd1lg2	-1.7687	rgb(121,159,234)
Fosl2	Pdcd1lg2	-1.9089	rgb(113,154,235)
Irf4	Pdcd4	-1.6192	rgb(129,164,232)
Rorc	Pde1a	-1.9079	rgb(113,154,235)
Batf	Pde3b	1.9535	rgb(222,124,125)
Stat3	Pde4b	1.8639	rgb(222,128,129)
Irf4	Pde4d	1.8744	rgb(222,127,128)
Maf	Pde4d	1.5382	rgb(221,143,144)
Fosl2	Pde4d	1.9335	rgb(222,125,126)
Irf4	Pde4dip	1.5331	rgb(221,144,144)
Batf	Pde6d	1.6619	rgb(222,138,138)
Irf4	Pde6d	1.7608	rgb(222,133,134)
Stat3	Pde6d	1.7484	rgb(222,133,134)
Rorc	Pde6d	1.8976	rgb(222,126,127)
Hif1a	Pde6d	1.524	rgb(221,144,145)
Batf	Pde7a	-1.9028	rgb(114,154,235)
Irf4	Pde7a	1.8478	rgb(222,129,130)
Maf	Pde7a	-1.9382	rgb(112,153,235)
Fosl2	Pde7a	-1.8716	rgb(115,155,235)
Batf	Pdgfb	-1.8377	rgb(117,156,234)
Maf	Pdgfb	-1.827	rgb(118,157,234)
Stat3	Pdgfb	1.9349	rgb(222,125,125)
Rorc	Pdgfb	1.789	rgb(222,131,132)
Fosl2	Pdgfb	-1.7289	rgb(123,160,233)
Rorc	Pdia3	-1.6351	rgb(128,163,233)
Hif1a	Pdk1	1.8636	rgb(222,128,129)
Hif1a	Pdk3	1.7047	rgb(222,136,136)
Irf4	Pdlim1	1.9286	rgb(222,125,126)
Etv6	Pdlim2	-1.7892	rgb(120,158,234)
Batf	Pdlim5	-1.9633	rgb(110,152,236)
Irf4	Pdlim5	-1.9773	rgb(110,152,236)
Maf	Pdlim5	1.9444	rgb(222,124,125)
Fosl2	Pdlim5	-1.9391	rgb(112,153,235)
Batf	Pdpn	1.6228	rgb(221,139,140)
Irf4	Pdpn	1.7084	rgb(222,135,136)
Maf	Pdpn	1.9299	rgb(222,125,126)
Stat3	Pdpn	1.8713	rgb(222,128,128)
Batf	Pdxp	1.7303	rgb(222,134,135)
Hif1a	Pdxp	1.8918	rgb(222,127,128)
Batf	Pdzd8	-1.7997	rgb(119,158,234)
Batf	Pecam1	-1.9441	rgb(111,153,235)
Fosl2	Pecam1	1.9733	rgb(222,123,124)
Hif1a	Pecam1	1.5649	rgb(221,142,143)
Nfe2l2	Pecr	1.7563	rgb(222,133,134)
Hif1a	Pecr	1.8484	rgb(222,129,130)
Maf	Peli1	-1.8913	rgb(114,155,235)
Hif1a	Per1	1.8852	rgb(222,127,128)
Etv6	Per1	-1.7756	rgb(121,158,234)
Batf	Perp	-1.7885	rgb(120,158,234)
Irf4	Perp	1.7117	rgb(222,135,136)
Maf	Perp	-1.8165	rgb(118,157,234)
Stat3	Perp	-1.6962	rgb(125,161,233)
Etv6	Pex16	-1.6003	rgb(130,164,232)
Rorc	Pex26	1.6926	rgb(222,136,137)
Hif1a	Pex26	1.5521	rgb(221,143,144)
Etv6	Pex6	-1.8028	rgb(119,157,234)
Maf	Pex7	-1.7126	rgb(124,160,233)
Hif1a	Pfkfb3	1.8955	rgb(222,126,127)
Stat3	Pfkfb4	1.6517	rgb(222,138,139)
Hif1a	Pfkl	1.8712	rgb(222,128,128)
Hif1a	Pfkm	1.634	rgb(221,139,140)
Irf4	Pfkp	1.9261	rgb(222,125,126)
Hif1a	Pfkp	1.9149	rgb(222,125,126)
Hif1a	Pgam1	1.8886	rgb(222,127,128)
Irf4	Pgbd1	1.7445	rgb(222,134,134)
Fosl2	Pgbd1	1.7356	rgb(222,134,135)
Hif1a	Pgbd1	1.5105	rgb(221,145,146)
Hif1a	Pgd	1.8456	rgb(222,129,130)
Hif1a	Pgk1	1.8754	rgb(222,127,128)
Fosl2	Pglyrp2	1.6404	rgb(222,139,139)
Irf4	Pgm2	1.6948	rgb(222,136,137)
Maf	Pgm2	-1.5361	rgb(134,166,232)
Stat3	Pgm2	1.6609	rgb(222,138,138)
Hif1a	Pgm2	1.8392	rgb(222,129,130)
Batf	Pgm2l1	1.8431	rgb(222,129,130)
Hif1a	Pgp	1.9333	rgb(222,125,126)
Irf4	Pgrmc1	-1.8397	rgb(117,156,234)
Maf	Pgrmc1	-1.7577	rgb(122,159,234)
Hif1a	Pgrmc2	1.658	rgb(222,138,139)
Etv6	Pgs1	-1.6789	rgb(126,162,233)
Fosl2	Phactr2	-1.8803	rgb(115,155,235)
Etv6	Phc1	-1.5399	rgb(133,166,232)
Fosl2	Phc3	1.6678	rgb(222,137,138)
Hif1a	Phc3	1.5578	rgb(221,143,143)
Maf	Phf20	-1.9131	rgb(113,154,235)
Fosl2	Phf20	1.9515	rgb(222,124,125)
Batf	Phf6	-1.7004	rgb(125,161,233)
Irf4	Phf6	1.5259	rgb(221,144,145)
Batf	Phip	-1.8898	rgb(114,155,235)
Batf	Phlda1	1.8086	rgb(222,131,131)
Stat3	Phlda1	-1.8501	rgb(117,156,235)
Fosl2	Phlda1	-1.812	rgb(119,157,234)
Irf4	Phlpp1	-1.9754	rgb(110,152,236)
Maf	Phlpp1	-1.8174	rgb(118,157,234)
Rorc	Phlpp1	-1.6258	rgb(129,163,232)
Maf	Phospho2	-1.5756	rgb(131,165,232)
Batf	Phtf2	-1.8173	rgb(118,157,234)
Irf4	Phtf2	-1.8468	rgb(117,156,235)
Stat3	Phyh	1.5139	rgb(221,145,145)
Etv6	Pi4k2a	-1.5807	rgb(131,165,232)
Irf4	Pias2	1.6093	rgb(221,140,141)
Etv6	Pias4	-1.8196	rgb(118,157,234)
Irf4	Picalm	1.7741	rgb(222,132,133)
Hif1a	Piga	1.6562	rgb(222,138,139)
Rorc	Pigx	-1.7445	rgb(122,159,234)
Batf	Pik3ap1	1.945	rgb(222,124,125)
Irf4	Pik3ap1	1.9006	rgb(222,126,127)
Maf	Pik3ap1	-1.7546	rgb(122,159,234)
Fosl2	Pik3ap1	1.9379	rgb(222,124,125)
Batf	Pik3c2a	-1.5011	rgb(135,167,231)
Rorc	Pik3cd	-1.8651	rgb(116,155,235)
Batf	Pik3cg	1.9581	rgb(222,123,124)
Irf4	Pik3cg	1.8778	rgb(222,127,128)
Fosl2	Pik3cg	1.9054	rgb(222,126,127)
Fosl2	Pik3ip1	1.931	rgb(222,125,126)
Maf	Pik3r5	-1.9382	rgb(112,153,235)
Stat3	Pik3r5	-1.8566	rgb(116,156,235)
Rorc	Pik3r5	-1.9504	rgb(111,153,236)
Maf	Pim1	1.9454	rgb(222,124,125)
Fosl2	Pim1	1.9727	rgb(222,123,124)
Etv6	Pim1	-1.9284	rgb(112,153,235)
Hif1a	Pim2	1.6858	rgb(222,136,137)
Etv6	Pim2	-1.5187	rgb(135,167,231)
Hif1a	Pim3	1.7092	rgb(222,135,136)
Etv6	Pink1	-1.64	rgb(128,163,233)
Maf	Pitpnc1	1.8678	rgb(222,128,129)
Rorc	Pitpnc1	-1.6394	rgb(128,163,233)
Fosl2	Pitpnc1	1.9642	rgb(222,123,124)
Batf	Pitpnm2	-1.6588	rgb(127,162,233)
Irf4	Pitpnm2	-1.9038	rgb(114,154,235)
Etv6	Pkd1l3	-1.5417	rgb(133,166,232)
Fosl2	Pkp2	1.5854	rgb(221,141,142)
Hif1a	Pkp2	1.5949	rgb(221,141,142)
Batf	Pkp3	1.8837	rgb(222,127,128)
Irf4	Pkp3	1.9402	rgb(222,124,125)
Stat3	Pkp3	1.8376	rgb(222,129,130)
Maf	Pkp4	-1.8029	rgb(119,157,234)
Fosl2	Pkp4	-1.8623	rgb(116,155,235)
Batf	Pla1a	-1.9428	rgb(111,153,235)
Irf4	Pla1a	-1.7861	rgb(120,158,234)
Maf	Pla1a	-1.7807	rgb(120,158,234)
Stat3	Pla1a	-1.601	rgb(130,164,232)
Rorc	Pla1a	-1.5371	rgb(134,166,232)
Irf4	Pla2g12a	1.747	rgb(222,133,134)
Stat3	Pla2g12a	1.904	rgb(222,126,127)
Fosl2	Pla2g12a	1.9086	rgb(222,126,127)
Etv6	Pla2g15	-1.669	rgb(126,162,233)
Batf	Plaur	1.9495	rgb(222,124,125)
Maf	Plaur	1.7426	rgb(222,134,135)
Stat3	Plaur	-1.7252	rgb(123,160,233)
Hif1a	Plbd2	1.541	rgb(221,143,144)
Hif1a	Plcg1	1.6086	rgb(221,140,141)
Batf	Plcl2	-1.9291	rgb(112,153,235)
Batf	Plcxd1	1.6832	rgb(222,137,137)
Stat3	Plcxd1	1.5702	rgb(221,142,143)
Hif1a	Plcxd1	1.8387	rgb(222,129,130)
Stat3	Plec	1.9489	rgb(222,124,125)
Batf	Plek	-1.6744	rgb(126,162,233)
Rorc	Plek	1.5919	rgb(221,141,142)
Fosl2	Plek	-1.5996	rgb(130,164,232)
Batf	Plekha1	-1.8039	rgb(119,157,234)
Batf	Plekha2	1.7991	rgb(222,131,132)
Irf4	Plekha2	1.8126	rgb(222,130,131)
Hif1a	Plekha2	1.9097	rgb(222,126,127)
Batf	Plekhb2	1.6336	rgb(221,139,140)
Maf	Plekhb2	-1.5965	rgb(130,164,232)
Hif1a	Plekhb2	1.7034	rgb(222,136,136)
Batf	Plekhf1	1.9388	rgb(222,124,125)
Irf4	Plekhf1	1.8728	rgb(222,127,128)
Stat3	Plekhf1	1.6931	rgb(222,136,137)
Rorc	Plekhf1	1.8957	rgb(222,126,127)
Hif1a	Plekhf1	1.5776	rgb(221,142,142)
Stat3	Plekhg2	1.8773	rgb(222,127,128)
Irf4	Plekho1	1.8484	rgb(222,129,130)
Maf	Plekho1	1.8535	rgb(222,128,129)
Stat3	Plekho2	1.8697	rgb(222,128,129)
Batf	Plin2	1.8548	rgb(222,128,129)
Rorc	Plin2	1.9284	rgb(222,125,126)
Fosl2	Plin2	1.8805	rgb(222,127,128)
Irf4	Plin3	1.6875	rgb(222,136,137)
Stat3	Plin3	1.5985	rgb(221,141,141)
Rorc	Plk3	1.9312	rgb(222,125,126)
Fosl2	Plk3	-1.9183	rgb(113,154,235)
Hif1a	Plod2	1.7645	rgb(222,133,134)
Hif1a	Plod3	1.8143	rgb(222,130,131)
Batf	Plscr1	-1.8586	rgb(116,156,235)
Stat3	Plscr1	1.7982	rgb(222,131,132)
Batf	Plxnc1	-1.9474	rgb(111,153,236)
Irf4	Plxnc1	1.8044	rgb(222,131,132)
Maf	Plxnc1	-1.8761	rgb(115,155,235)
Fosl2	Plxnc1	-1.7741	rgb(121,158,234)
Maf	Plxnd1	-1.5755	rgb(131,165,232)
Rorc	Plxnd1	1.5146	rgb(221,145,145)
Maf	Pmaip1	-1.7565	rgb(122,159,234)
Irf4	Pmepa1	1.9646	rgb(222,123,124)
Stat3	Pmepa1	1.9306	rgb(222,125,126)
Irf4	Pml	1.8001	rgb(222,131,132)
Fosl2	Pml	1.8201	rgb(222,130,131)
Maf	Pno1	-1.6767	rgb(126,162,233)
Fosl2	Pno1	-1.7613	rgb(121,159,234)
Fosl2	Pnrc1	1.5575	rgb(221,143,143)
Hif1a	Pnrc1	1.8789	rgb(222,127,128)
Stat3	Podnl1	1.5755	rgb(221,142,142)
Batf	Pold4	1.7676	rgb(222,133,133)
Stat3	Pold4	1.881	rgb(222,127,128)
Rorc	Pold4	-1.6896	rgb(125,161,233)
Fosl2	Pold4	1.8044	rgb(222,131,132)
Fosl2	Poli	1.6892	rgb(222,136,137)
Maf	Polk	-1.8011	rgb(119,158,234)
Fosl2	Polm	1.5592	rgb(221,142,143)
Fosl2	Polr1a	-1.5483	rgb(133,166,232)
Hif1a	Polr2d	1.8359	rgb(222,129,130)
Fosl2	Polr2f	-1.5086	rgb(135,167,231)
Fosl2	Polr2l	-1.5836	rgb(131,165,232)
Fosl2	Polr3gl	1.806	rgb(222,131,132)
Maf	Pop4	-1.502	rgb(135,167,231)
Hif1a	Por	1.5378	rgb(221,143,144)
Batf	Pou2af1	-1.7997	rgb(119,158,234)
Stat3	Pou2af1	1.6992	rgb(222,136,137)
Rorc	Pou2af1	1.8155	rgb(222,130,131)
Fosl2	Pou2af1	-1.931	rgb(112,153,235)
Batf	Pou2f2	-1.8526	rgb(116,156,235)
Irf4	Pou2f2	-1.9331	rgb(112,153,235)
Fosl2	Ppan	-1.5164	rgb(135,167,231)
Hif1a	Ppard	1.9356	rgb(222,124,125)
Irf4	Ppfibp1	1.9187	rgb(222,125,126)
Stat3	Ppfibp1	1.8226	rgb(222,130,131)
Fosl2	Ppfibp1	-1.9457	rgb(111,153,236)
Batf	Ppip5k2	-1.5083	rgb(135,167,231)
Maf	Ppm1h	-1.789	rgb(120,158,234)
Irf4	Ppme1	1.6378	rgb(222,139,140)
Hif1a	Ppme1	1.711	rgb(222,135,136)
Hif1a	Ppp1r13l	1.9282	rgb(222,125,126)
Irf4	Ppp1r15a	1.557	rgb(221,143,143)
Stat3	Ppp1r15a	1.7082	rgb(222,135,136)
Etv6	Ppp1r15a	-1.5976	rgb(130,164,232)
Batf	Ppp1r15b	-1.6785	rgb(126,162,233)
Irf4	Ppp1r16b	-1.9505	rgb(111,153,236)
Maf	Ppp1r16b	-1.9253	rgb(112,153,235)
Fosl2	Ppp1r16b	-1.9005	rgb(114,154,235)
Irf4	Ppp1r3b	1.5812	rgb(221,141,142)
Stat3	Ppp1r3b	1.6498	rgb(222,138,139)
Hif1a	Ppp1r3b	1.792	rgb(222,131,132)
Stat3	Ppp1r9b	1.7116	rgb(222,135,136)
Fosl2	Ppp2r1b	-1.71	rgb(124,161,233)
Maf	Ppp2r3a	-1.8246	rgb(118,157,234)
Fosl2	Ppp2r3a	-1.8802	rgb(115,155,235)
Irf4	Ppp2r5b	1.5903	rgb(221,141,142)
Batf	Ppp3ca	-1.8508	rgb(116,156,235)
Irf4	Ppp3ca	-1.9539	rgb(111,152,236)
Maf	Ppp3ca	-1.7693	rgb(121,159,234)
Irf4	Ppp3cc	1.9447	rgb(222,124,125)
Stat3	Ppp3cc	1.8862	rgb(222,127,128)
Rorc	Ppp3cc	-1.6961	rgb(125,161,233)
Fosl2	Ppp3cc	1.9345	rgb(222,125,126)
Maf	Ppp3r1	-1.7874	rgb(120,158,234)
Fosl2	Ppp5c	-1.5812	rgb(131,165,232)
Fosl2	Ppp6r2	1.6803	rgb(222,137,138)
Irf4	Prc1	1.7351	rgb(222,134,135)
Fosl2	Prdx1	-1.8077	rgb(119,157,234)
Hif1a	Prdx5	1.8206	rgb(222,130,131)
Irf4	Prdx6	-1.6047	rgb(130,164,232)
Hif1a	Prelid1	1.9448	rgb(222,124,125)
Fosl2	Prelid2	1.6705	rgb(222,137,138)
Hif1a	Prelid2	1.8992	rgb(222,126,127)
Stat3	Prex1	1.7123	rgb(222,135,136)
Hif1a	Prkab2	1.5085	rgb(221,145,146)
Batf	Prkca	-1.9629	rgb(110,152,236)
Irf4	Prkca	-1.9514	rgb(111,153,236)
Fosl2	Prkca	-1.9474	rgb(111,153,236)
Maf	Prkcb	-1.6052	rgb(130,164,232)
Fosl2	Prkcb	-1.9104	rgb(113,154,235)
Batf	Prkch	1.8646	rgb(222,128,129)
Stat3	Prkch	1.8821	rgb(222,127,128)
Rorc	Prkch	-1.9491	rgb(111,153,236)
Fosl2	Prkch	1.9498	rgb(222,124,125)
Batf	Prkrir	1.9244	rgb(222,125,126)
Irf4	Prkrir	1.945	rgb(222,124,125)
Stat3	Prkrir	1.8122	rgb(222,130,131)
Maf	Prnp	1.5787	rgb(221,142,142)
Rorc	Prnp	-1.519	rgb(135,167,231)
Fosl2	Prnp	1.8195	rgb(222,130,131)
Hif1a	Prr12	1.6297	rgb(221,139,140)
Etv6	Prr12	-1.8591	rgb(116,156,235)
Hif1a	Prr13	1.5685	rgb(221,142,143)
Nfe2l2	Prr7	1.8828	rgb(222,127,128)
Batf	Prrg4	-1.8058	rgb(119,157,234)
Irf4	Prrg4	-1.8913	rgb(114,155,235)
Fosl2	Prrg4	1.9492	rgb(222,124,125)
Batf	Prrt2	-1.8857	rgb(115,155,235)
Maf	Psd	-1.7843	rgb(120,158,234)
Fosl2	Psd	-1.7108	rgb(124,160,233)
Fosl2	Psmb5	-1.5515	rgb(133,166,232)
Stat3	Psmb8	-1.9014	rgb(114,154,235)
Hif1a	Psmb8	1.7878	rgb(222,132,132)
Stat3	Psmb9	-1.5493	rgb(133,166,232)
Stat3	Psme2	-1.8095	rgb(119,157,234)
Batf	Psmg3	-1.5599	rgb(132,165,232)
Irf4	Psph	1.5947	rgb(221,141,142)
Irf4	Pstpip1	1.9274	rgb(222,125,126)
Maf	Pstpip1	-1.938	rgb(112,153,235)
Stat3	Pstpip1	1.8368	rgb(222,129,130)
Hif1a	Pstpip1	1.6265	rgb(221,139,140)
Etv6	Ptcd1	-1.8801	rgb(115,155,235)
Batf	Pten	-1.9109	rgb(113,154,235)
Irf4	Pten	-1.9267	rgb(112,153,235)
Batf	Ptger2	-1.8994	rgb(114,154,235)
Irf4	Ptger4	-1.9365	rgb(112,153,235)
Maf	Ptger4	-1.8115	rgb(119,157,234)
Stat3	Ptger4	-1.9148	rgb(113,154,235)
Fosl2	Ptger4	-1.6429	rgb(128,163,233)
Rorc	Ptgfrn	-1.6371	rgb(128,163,233)
Batf	Ptgir	1.6192	rgb(221,140,140)
Irf4	Ptk2	-1.8903	rgb(114,155,235)
Maf	Ptk2b	-1.9602	rgb(111,152,236)
Rorc	Ptk2b	1.934	rgb(222,125,126)
Batf	Ptms	-1.8827	rgb(115,155,235)
Irf4	Ptms	1.907	rgb(222,126,127)
Rorc	Ptms	-1.8789	rgb(115,155,235)
Hif1a	Ptpn1	1.5775	rgb(221,142,142)
Batf	Ptpn2	1.9463	rgb(222,124,125)
Irf4	Ptpn2	1.8532	rgb(222,128,129)
Rorc	Ptpn2	-1.6983	rgb(125,161,233)
Maf	Ptpn22	-1.9605	rgb(111,152,236)
Stat3	Ptpn22	1.8434	rgb(222,129,130)
Hif1a	Ptpn22	1.8631	rgb(222,128,129)
Etv6	Ptpn22	1.6367	rgb(222,139,140)
Maf	Ptpn3	-1.534	rgb(134,166,232)
Maf	Ptpn5	-1.8057	rgb(119,157,234)
Stat3	Ptpn5	1.9141	rgb(222,126,126)
Rorc	Ptpn5	1.9497	rgb(222,124,125)
Maf	Ptpn6	-1.9408	rgb(112,153,235)
Hif1a	Ptpn6	1.901	rgb(222,126,127)
Batf	Ptprj	1.8651	rgb(222,128,129)
Maf	Ptprj	-1.9785	rgb(110,152,236)
Stat3	Ptprj	1.9127	rgb(222,126,127)
Rorc	Ptprj	-1.8083	rgb(119,157,234)
Fosl2	Ptprj	-1.9443	rgb(111,153,235)
Stat3	Ptprs	1.6202	rgb(221,140,140)
Fosl2	Ptprv	1.6108	rgb(221,140,141)
Batf	Pts	-1.8983	rgb(114,154,235)
Hif1a	Pttg1	1.6019	rgb(221,140,141)
Irf4	Pvr	1.8479	rgb(222,129,130)
Hif1a	Pvr	1.5627	rgb(221,142,143)
Irf4	Pvt1	-1.8881	rgb(114,155,235)
Maf	Pvt1	-1.9325	rgb(112,153,235)
Maf	Pxmp2	-1.5907	rgb(131,164,232)
Fosl2	Pxn	1.8356	rgb(222,129,130)
Etv6	Pxn	-1.9298	rgb(112,153,235)
Maf	Pycard	-1.7463	rgb(122,159,234)
Irf4	Pycr1	1.6722	rgb(222,137,138)
Fosl2	Pycr1	1.5795	rgb(221,142,142)
Hif1a	Pycr1	-1.8747	rgb(115,155,235)
Hif1a	Pygl	1.741	rgb(222,134,135)
Irf4	Qprt	-1.8725	rgb(115,155,235)
Batf	Qser1	-1.7884	rgb(120,158,234)
Irf4	Qser1	-1.719	rgb(124,160,233)
Fosl2	Qsox1	1.5064	rgb(221,145,146)
Irf4	R3hdm1	1.7484	rgb(222,133,134)
Fosl2	R3hdm1	1.5914	rgb(221,141,142)
Hif1a	R3hdm1	1.6913	rgb(222,136,137)
Rorc	Rab10	-1.5945	rgb(130,164,232)
Batf	Rab11fip1	1.9341	rgb(222,125,126)
Maf	Rab11fip1	-1.8192	rgb(118,157,234)
Stat3	Rab11fip1	1.7542	rgb(222,133,134)
Rorc	Rab11fip1	1.9533	rgb(222,124,125)
Fosl2	Rab11fip1	-1.9385	rgb(112,153,235)
Irf4	Rab11fip4	-1.961	rgb(111,152,236)
Maf	Rab11fip4	-1.9791	rgb(110,152,236)
Fosl2	Rab11fip4	-1.9597	rgb(111,152,236)
Maf	Rab19	-1.7005	rgb(125,161,233)
Fosl2	Rab19	1.6598	rgb(222,138,138)
Nfe2l2	Rab19	1.6455	rgb(222,138,139)
Hif1a	Rab24	1.9163	rgb(222,125,126)
Fosl2	Rab26	1.8287	rgb(222,130,131)
Batf	Rab27a	-1.8881	rgb(114,155,235)
Irf4	Rab43	1.8854	rgb(222,127,128)
Maf	Rab43	-1.7918	rgb(120,158,234)
Stat3	Rab43	1.7978	rgb(222,131,132)
Fosl2	Rab43	-1.5705	rgb(132,165,232)
Irf4	Rab4b	1.6263	rgb(221,139,140)
Etv6	Rab5c	-1.848	rgb(117,156,235)
Batf	Rab8b	-1.8045	rgb(119,157,234)
Maf	Rab8b	-1.9264	rgb(112,153,235)
Batf	Rabgap1l	1.9874	rgb(222,122,123)
Irf4	Rabgap1l	1.9673	rgb(222,123,124)
Irf4	Rabggta	1.7815	rgb(222,132,133)
Fosl2	Rabggta	1.731	rgb(222,134,135)
Hif1a	Rabggta	1.8335	rgb(222,129,130)
Batf	Rac1	1.858	rgb(222,128,129)
Hif1a	Rac1	1.6412	rgb(222,139,139)
Etv6	Rad1	-1.8136	rgb(119,157,234)
Irf4	Rad52	1.8967	rgb(222,126,127)
Fosl2	Rad52	1.8419	rgb(222,129,130)
Irf4	Rala	1.8132	rgb(222,130,131)
Hif1a	Ralb	1.5032	rgb(221,145,146)
Maf	Ramp1	-1.9115	rgb(113,154,235)
Stat3	Ramp1	1.6537	rgb(222,138,139)
Rorc	Ramp1	1.9435	rgb(222,124,125)
Batf	Ranbp9	1.9115	rgb(222,126,127)
Irf4	Ranbp9	1.923	rgb(222,125,126)
Stat3	Ranbp9	1.7789	rgb(222,132,133)
Irf4	Rap1b	1.9473	rgb(222,124,125)
Stat3	Rap1b	1.5281	rgb(221,144,145)
Maf	Rap2b	-1.5646	rgb(132,165,232)
Stat3	Rara	1.965	rgb(222,123,124)
Fosl2	Rara	1.9679	rgb(222,123,124)
Hif1a	Rara	1.968	rgb(222,123,124)
Etv6	Rara	-1.8987	rgb(114,154,235)
Batf	Rasa2	1.8865	rgb(222,127,128)
Batf	Rasa3	-1.9158	rgb(113,154,235)
Irf4	Rasa3	-1.9664	rgb(110,152,236)
Rorc	Rasa3	-1.9038	rgb(114,154,235)
Hif1a	Rasa4	1.686	rgb(222,136,137)
Hif1a	Rasal3	1.5662	rgb(221,142,143)
Irf4	Rasgrp1	-1.8945	rgb(114,154,235)
Irf4	Rassf1	1.6687	rgb(222,137,138)
Stat3	Rassf1	1.8027	rgb(222,131,132)
Hif1a	Rassf1	1.9143	rgb(222,126,126)
Maf	Rassf5	-1.826	rgb(118,157,234)
Irf4	Rb1	1.812	rgb(222,130,131)
Batf	Rbbp4	-1.6389	rgb(128,163,233)
Nfe2l2	Rbks	-1.5532	rgb(133,166,232)
Batf	Rbl2	1.7568	rgb(222,133,134)
Maf	Rbl2	-1.5131	rgb(135,167,231)
Batf	Rbm38	-1.5599	rgb(132,165,232)
Batf	Rbms1	1.9868	rgb(222,122,123)
Maf	Rbms1	-1.9571	rgb(111,152,236)
