TF	Target	Weight
ALX3	CD36	61
ALX3	CREG1	5
ALX3	CSTF3	4
ALX3	CTC-303L1.2	2
ALX3	CTD-2033A16.1	1
ALX3	CTD-2301A4.3	2
ALX3	CTD-2301A4.5	2
ALX3	EID1	3
ALX3	FAM188B	8
ALX3	FBXO48	1
ALX3	FREM1	30
ALX3	GNAT3	18
ALX3	HIF1AN	1
ALX3	IDO1	8
ALX3	IDO2	14
ALX3	INMT-FAM188B	8
ALX3	KB-1254G8.1	1
ALX3	KB-1507C5.2	18
ALX3	KIAA0825	2
ALX3	LDHA	2
ALX3	LDHC	1
ALX3	MAPK1	9
ALX3	MIR3159	1
ALX3	MITF	31
ALX3	MXD3	1
ALX3	NDUFB8	4
ALX3	NFAT5	1
ALX3	NFE2L2	13
ALX3	NQO1	1
ALX3	NSD1	22
ALX3	PABPC1P13	2
ALX3	PARK2	201
ALX3	PAWR	1
ALX3	PFDN4	1
ALX3	PIGCP1	1
ALX3	POTED	6
ALX3	PPP1R12A	4
ALX3	PRELID1	1
ALX3	PRKRA	2
ALX3	RAB24	1
ALX3	RN7SL418P	1
ALX3	RN7SL487P	1
ALX3	RN7SL604P	4
ALX3	RNA5SP493	3
ALX3	RNU6-1260P	7
ALX3	RNU6-286P	6
ALX3	RP11-138E16.1	7
ALX3	RP11-235E17.5	1
ALX3	RP11-23F23.2	1
ALX3	RP11-30L15.4	3
ALX3	RP11-311C24.1	1
ALX3	RP11-326A13.1	1
ALX3	RP11-337N6.1	5
ALX3	RP11-337N6.2	5
ALX3	RP11-343N15.2	2
ALX3	RP11-44K6.2	3
ALX3	RP11-44K6.3	19
ALX3	RP11-44K6.4	5
ALX3	RP11-44K6.5	2
ALX3	RP11-530C5.1	18
ALX3	RP11-536C10.12	2
ALX3	RP11-536C10.13	2
ALX3	RP11-536C10.16	2
ALX3	RP11-536C10.7	2
ALX3	RP11-626K17.5	8
ALX3	RP11-77O7.1	2
ALX3	RP11-82L18.4	1
ALX3	RPL5P24	4
ALX3	S1PR3	2
ALX3	SEC31B	6
ALX3	SHC3	1
ALX3	SHC4	18
ALX3	SHPK	1
ALX3	SNORA36C	4
ALX3	snoU13	5
ALX3	SNRPBP1	4
ALX3	TCEA1	6
ALX3	TCP11L1	9
ALX3	TUBGCP4	2
ALX3	U95743.1	3
ALX3	WNT8B	1
ALX3	Y_RNA	4
ALX3	ZKSCAN2	1
ALX3	ZNF562	5
ALX3	ZSCAN29	1
ALX4	AAK1	26
ALX4	AC004691.5	2
ALX4	AC004862.6	7
ALX4	AC006196.1	6
ALX4	AC009948.5	4
ALX4	AC012379.1	3
ALX4	AC019080.1	1
ALX4	AC073850.6	3
ALX4	AC074286.1	13
ALX4	AC084117.3	1
ALX4	AC092431.2	3
ALX4	AC099326.1	5
ALX4	AC130709.1	7
ALX4	ADCY1	9
ALX4	AL035697.1	5
ALX4	AL592494.5	2
ALX4	ANKRD32	2
ALX4	ANXA4	7
ALX4	AP003354.1	7
ALX4	APLF	32
ALX4	AQP1	3
ALX4	ARHGAP42P5	2
ALX4	AZIN1	4
ALX4	C19orf82	4
ALX4	C4BPAP2	1
ALX4	C9orf47	2
ALX4	CD36	61
ALX4	CREG1	5
ALX4	CSTF3	4
ALX4	CTC-303L1.2	2
ALX4	CTD-2033A16.1	1
ALX4	CTD-2301A4.3	2
ALX4	CTD-2301A4.5	2
ALX4	EID1	3
ALX4	FAM188B	8
ALX4	FBXO48	1
ALX4	FREM1	30
ALX4	GNAT3	18
ALX4	HIF1AN	1
ALX4	IDO1	8
ALX4	IDO2	14
ALX4	INMT-FAM188B	8
ALX4	KB-1254G8.1	1
ALX4	KB-1507C5.2	18
ALX4	KIAA0825	2
ALX4	LDHA	2
ALX4	LDHC	1
ALX4	MAPK1	9
ALX4	MIR3159	1
ALX4	MITF	31
ALX4	MXD3	1
ALX4	NDUFB8	4
ALX4	NFAT5	1
ALX4	NFE2L2	13
ALX4	NQO1	1
ALX4	NSD1	22
ALX4	PABPC1P13	2
ALX4	PARK2	201
ALX4	PAWR	1
ALX4	PFDN4	1
ALX4	PIGCP1	1
ALX4	POTED	6
ALX4	PPP1R12A	4
ALX4	PRELID1	1
ALX4	PRKRA	2
ALX4	RAB24	1
ALX4	RN7SL418P	1
ALX4	RN7SL487P	1
ALX4	RN7SL604P	4
ALX4	RNA5SP493	3
ALX4	RNU6-1260P	7
ALX4	RNU6-286P	6
ALX4	RP11-138E16.1	7
ALX4	RP11-235E17.5	1
ALX4	RP11-23F23.2	1
ALX4	RP11-30L15.4	3
ALX4	RP11-311C24.1	1
ALX4	RP11-326A13.1	1
ALX4	RP11-337N6.1	5
ALX4	RP11-337N6.2	5
ALX4	RP11-343N15.2	2
ALX4	RP11-44K6.2	3
ALX4	RP11-44K6.3	19
ALX4	RP11-44K6.4	5
ALX4	RP11-44K6.5	2
ALX4	RP11-530C5.1	18
ALX4	RP11-536C10.12	2
ALX4	RP11-536C10.13	2
ALX4	RP11-536C10.16	2
ALX4	RP11-536C10.7	2
ALX4	RP11-626K17.5	8
ALX4	RP11-77O7.1	2
ALX4	RP11-82L18.4	1
ALX4	RPL5P24	4
ALX4	S1PR3	2
ALX4	SEC31B	6
ALX4	SHC3	1
ALX4	SHC4	18
ALX4	SHPK	1
ALX4	SNORA36C	4
ALX4	snoU13	5
ALX4	SNRPBP1	4
ALX4	TCEA1	6
ALX4	TCP11L1	9
ALX4	TUBGCP4	2
ALX4	U95743.1	3
ALX4	WNT8B	1
ALX4	Y_RNA	4
ALX4	ZKSCAN2	1
ALX4	ZNF562	5
ALX4	ZSCAN29	1
ARX	AAK1	26
ARX	AC004691.5	2
ARX	AC004862.6	7
ARX	AC006196.1	6
ARX	AC009948.5	4
ARX	AC012379.1	3
ARX	AC019080.1	1
ARX	AC073850.6	3
ARX	AC074286.1	13
ARX	AC084117.3	1
ARX	AC092431.2	3
ARX	AC099326.1	5
ARX	AC130709.1	7
ARX	ADCY1	9
ARX	AL035697.1	5
ARX	AL592494.5	2
ARX	ANKRD32	2
ARX	ANXA4	7
ARX	AP003354.1	7
ARX	APLF	32
ARX	AQP1	3
ARX	ARHGAP42P5	2
ARX	AZIN1	4
ARX	C19orf82	4
ARX	C4BPAP2	1
ARX	C9orf47	2
ARX	CD36	61
ARX	CREG1	5
ARX	CSTF3	4
ARX	CTC-303L1.2	2
ARX	CTD-2033A16.1	1
ARX	CTD-2301A4.3	2
ARX	CTD-2301A4.5	2
ARX	EID1	3
ARX	FAM188B	8
ARX	FBXO48	1
ARX	FREM1	30
ARX	GNAT3	18
ARX	HIF1AN	1
ARX	IDO1	8
ARX	IDO2	14
ARX	INMT-FAM188B	8
ARX	KB-1254G8.1	1
ARX	KB-1507C5.2	18
ARX	KIAA0825	2
ARX	LDHA	2
ARX	LDHC	1
ARX	MAPK1	9
ARX	MIR3159	1
ARX	MITF	31
ARX	MXD3	1
ARX	NDUFB8	4
ARX	NFAT5	1
ARX	NFE2L2	13
ARX	NQO1	1
ARX	NSD1	22
ARX	PABPC1P13	2
ARX	PARK2	201
ARX	PAWR	1
ARX	PFDN4	1
ARX	PIGCP1	1
ARX	POTED	6
ARX	PPP1R12A	4
ARX	PRELID1	1
ARX	PRKRA	2
ARX	RAB24	1
ARX	RN7SL418P	1
ARX	RN7SL487P	1
ARX	RN7SL604P	4
ARX	RNA5SP493	3
ARX	RNU6-1260P	7
ARX	RNU6-286P	6
ARX	RP11-138E16.1	7
ARX	RP11-235E17.5	1
ARX	RP11-23F23.2	1
ARX	RP11-30L15.4	3
ARX	RP11-311C24.1	1
ARX	RP11-326A13.1	1
ARX	RP11-337N6.1	5
ARX	RP11-337N6.2	5
ARX	RP11-343N15.2	2
ARX	RP11-44K6.2	3
ARX	RP11-44K6.3	19
ARX	RP11-44K6.4	5
ARX	RP11-44K6.5	2
ARX	RP11-530C5.1	18
ARX	RP11-536C10.12	2
ARX	RP11-536C10.13	2
ARX	RP11-536C10.16	2
ARX	RP11-536C10.7	2
ARX	RP11-626K17.5	8
ARX	RP11-77O7.1	2
ARX	RP11-82L18.4	1
ARX	RPL5P24	4
ARX	S1PR3	2
ARX	SEC31B	6
ARX	SHC3	1
ARX	SHC4	18
ARX	SHPK	1
ARX	SNORA36C	4
ARX	snoU13	5
ARX	SNRPBP1	4
ARX	TCEA1	6
ARX	TCP11L1	9
ARX	TUBGCP4	2
ARX	U95743.1	3
ARX	WNT8B	1
ARX	Y_RNA	4
ARX	ZKSCAN2	1
ARX	ZNF562	5
ARX	ZSCAN29	1
CIC	AAK1	8
CIC	AC004691.5	1
CIC	AC004862.6	2
CIC	AC009948.5	1
CIC	AC073850.6	2
CIC	AC074286.1	1
CIC	AC092431.2	1
CIC	ACTR3BP3	1
CIC	ADCY1	7
CIC	AL592494.5	1
CIC	ANXA4	4
CIC	APLF	5
CIC	AZIN1	2
CIC	C4BPAP2	1
CIC	C9orf47	2
CIC	CD36	23
CIC	CREG1	1
CIC	CSTF3	1
CIC	CTD-2301A4.3	1
CIC	CTD-2301A4.5	1
CIC	FAM188B	1
CIC	FREM1	7
CIC	GNAT3	5
CIC	IDO1	5
CIC	IDO2	3
CIC	INMT-FAM188B	1
CIC	KB-1507C5.2	3
CIC	MITF	9
CIC	NFE2L2	1
CIC	NSD1	4
CIC	PARK2	36
CIC	PFDN4	2
CIC	PRKRA	1
CIC	RN7SL418P	2
CIC	RN7SL487P	1
CIC	RP11-138E16.1	1
CIC	RP11-23F23.2	1
CIC	RP11-343N15.2	1
CIC	RP11-427H3.3	1
CIC	RP11-44K6.2	3
CIC	RP11-44K6.3	6
CIC	RP11-44K6.4	2
CIC	RP11-530C5.1	3
CIC	RP11-626K17.5	1
CIC	RP11-82L18.4	1
CIC	S1PR3	2
CIC	SHC4	6
CIC	snoU13	2
CIC	TCEA1	1
CIC	TCP11L1	2
CIC	TUBGCP4	1
CIC	U95743.1	1
DRGX	AAK1	26
DRGX	AC004691.5	2
DRGX	AC004862.6	7
DRGX	AC006196.1	6
DRGX	AC009948.5	4
DRGX	AC012379.1	3
DRGX	AC019080.1	1
DRGX	AC073850.6	3
DRGX	AC074286.1	13
DRGX	AC084117.3	1
DRGX	AC092431.2	3
DRGX	AC099326.1	5
DRGX	AC130709.1	7
DRGX	ADCY1	9
DRGX	AL035697.1	5
DRGX	AL592494.5	2
DRGX	ANKRD32	2
DRGX	ANXA4	7
DRGX	AP003354.1	7
DRGX	APLF	32
DRGX	AQP1	3
DRGX	ARHGAP42P5	2
DRGX	AZIN1	4
DRGX	C19orf82	4
DRGX	C4BPAP2	1
DRGX	C9orf47	2
DRGX	CD36	61
DRGX	CREG1	5
DRGX	CSTF3	4
DRGX	CTC-303L1.2	2
DRGX	CTD-2033A16.1	1
DRGX	CTD-2301A4.3	2
DRGX	CTD-2301A4.5	2
DRGX	EID1	3
DRGX	FAM188B	8
DRGX	FBXO48	1
DRGX	FREM1	30
DRGX	GNAT3	18
DRGX	HIF1AN	1
DRGX	IDO1	8
DRGX	IDO2	14
DRGX	INMT-FAM188B	8
DRGX	KB-1254G8.1	1
DRGX	KB-1507C5.2	18
DRGX	KIAA0825	2
DRGX	LDHA	2
DRGX	LDHC	1
DRGX	MAPK1	9
DRGX	MIR3159	1
DRGX	MITF	31
DRGX	MXD3	1
DRGX	NDUFB8	4
DRGX	NFAT5	1
DRGX	NFE2L2	13
DRGX	NQO1	1
DRGX	NSD1	22
DRGX	PABPC1P13	2
DRGX	PARK2	201
DRGX	PAWR	1
DRGX	PFDN4	1
DRGX	PIGCP1	1
DRGX	POTED	6
DRGX	PPP1R12A	4
DRGX	PRELID1	1
DRGX	PRKRA	2
DRGX	RAB24	1
DRGX	RN7SL418P	1
DRGX	RN7SL487P	1
DRGX	RN7SL604P	4
DRGX	RNA5SP493	3
DRGX	RNU6-1260P	7
DRGX	RNU6-286P	6
DRGX	RP11-138E16.1	7
DRGX	RP11-235E17.5	1
DRGX	RP11-23F23.2	1
DRGX	RP11-30L15.4	3
DRGX	RP11-311C24.1	1
DRGX	RP11-326A13.1	1
DRGX	RP11-337N6.1	5
DRGX	RP11-337N6.2	5
DRGX	RP11-343N15.2	2
DRGX	RP11-44K6.2	3
DRGX	RP11-44K6.3	19
DRGX	RP11-44K6.4	5
DRGX	RP11-44K6.5	2
DRGX	RP11-530C5.1	18
DRGX	RP11-536C10.12	2
DRGX	RP11-536C10.13	2
DRGX	RP11-536C10.16	2
DRGX	RP11-536C10.7	2
DRGX	RP11-626K17.5	8
DRGX	RP11-77O7.1	2
DRGX	RP11-82L18.4	1
DRGX	RPL5P24	4
DRGX	S1PR3	2
DRGX	SEC31B	6
DRGX	SHC3	1
DRGX	SHC4	18
DRGX	SHPK	1
DRGX	SNORA36C	4
DRGX	snoU13	5
DRGX	SNRPBP1	4
DRGX	TCEA1	6
DRGX	TCP11L1	9
DRGX	TUBGCP4	2
DRGX	U95743.1	3
DRGX	WNT8B	1
DRGX	Y_RNA	4
DRGX	ZKSCAN2	1
DRGX	ZNF562	5
DRGX	ZSCAN29	1
EN1	AAK1	26
EN1	AC004691.5	2
EN1	AC004862.6	7
EN1	AC006196.1	6
EN1	AC009948.5	4
EN1	AC012379.1	3
EN1	AC019080.1	1
EN1	AC073850.6	3
EN1	AC074286.1	13
EN1	AC084117.3	1
EN1	AC092431.2	3
EN1	AC099326.1	5
EN1	AC130709.1	7
EN1	ADCY1	9
EN1	AL035697.1	5
EN1	AL592494.5	2
EN1	ANKRD32	2
EN1	ANXA4	7
EN1	AP003354.1	7
EN1	APLF	32
EN1	AQP1	3
EN1	ARHGAP42P5	2
EN1	AZIN1	4
EN1	C19orf82	4
EN1	C4BPAP2	1
EN1	C9orf47	2
EN1	CD36	61
EN1	CREG1	5
EN1	CSTF3	4
EN1	CTC-303L1.2	2
EN1	CTD-2033A16.1	1
EN1	CTD-2301A4.3	2
EN1	CTD-2301A4.5	2
EN1	EID1	3
EN1	FAM188B	8
EN1	FBXO48	1
EN1	FREM1	30
EN1	GNAT3	18
EN1	HIF1AN	1
EN1	IDO1	8
EN1	IDO2	14
EN1	INMT-FAM188B	8
EN1	KB-1254G8.1	1
EN1	KB-1507C5.2	18
EN1	KIAA0825	2
EN1	LDHA	2
EN1	LDHC	1
EN1	MAPK1	9
EN1	MIR3159	1
EN1	MITF	31
EN1	MXD3	1
EN1	NDUFB8	4
EN1	NFAT5	1
EN1	NFE2L2	13
EN1	NQO1	1
EN1	NSD1	22
EN1	PABPC1P13	2
EN1	PARK2	201
EN1	PAWR	1
EN1	PFDN4	1
EN1	PIGCP1	1
EN1	POTED	6
EN1	PPP1R12A	4
EN1	PRELID1	1
EN1	PRKRA	2
EN1	RAB24	1
EN1	RN7SL418P	1
EN1	RN7SL487P	1
EN1	RN7SL604P	4
EN1	RNA5SP493	3
EN1	RNU6-1260P	7
EN1	RNU6-286P	6
EN1	RP11-138E16.1	7
EN1	RP11-235E17.5	1
EN1	RP11-23F23.2	1
EN1	RP11-30L15.4	3
EN1	RP11-311C24.1	1
EN1	RP11-326A13.1	1
EN1	RP11-337N6.1	5
EN1	RP11-337N6.2	5
EN1	RP11-343N15.2	2
EN1	RP11-44K6.2	3
EN1	RP11-44K6.3	19
EN1	RP11-44K6.4	5
EN1	RP11-44K6.5	2
EN1	RP11-530C5.1	18
EN1	RP11-536C10.12	2
EN1	RP11-536C10.13	2
EN1	RP11-536C10.16	2
EN1	RP11-536C10.7	2
EN1	RP11-626K17.5	8
EN1	RP11-77O7.1	2
EN1	RP11-82L18.4	1
EN1	RPL5P24	4
EN1	S1PR3	2
EN1	SEC31B	6
EN1	SHC3	1
EN1	SHC4	18
EN1	SHPK	1
EN1	SNORA36C	4
EN1	snoU13	5
EN1	SNRPBP1	4
EN1	TCEA1	6
EN1	TCP11L1	9
EN1	TUBGCP4	2
EN1	U95743.1	3
EN1	WNT8B	1
EN1	Y_RNA	4
EN1	ZKSCAN2	1
EN1	ZNF562	5
EN1	ZSCAN29	1
EN2	AAK1	26
EN2	AC004691.5	2
EN2	AC004862.6	7
EN2	AC006196.1	6
EN2	AC009948.5	4
EN2	AC012379.1	3
EN2	AC019080.1	1
EN2	AC073850.6	3
EN2	AC074286.1	13
EN2	AC084117.3	1
EN2	AC092431.2	3
EN2	AC099326.1	5
EN2	AC130709.1	7
EN2	ADCY1	9
EN2	AL035697.1	5
EN2	AL592494.5	2
EN2	ANKRD32	2
EN2	ANXA4	7
EN2	AP003354.1	7
EN2	APLF	32
EN2	AQP1	3
EN2	ARHGAP42P5	2
EN2	AZIN1	4
EN2	C19orf82	4
EN2	C4BPAP2	1
EN2	C9orf47	2
EN2	CD36	61
EN2	CREG1	5
EN2	CSTF3	4
EN2	CTC-303L1.2	2
EN2	CTD-2033A16.1	1
EN2	CTD-2301A4.3	2
EN2	CTD-2301A4.5	2
EN2	EID1	3
EN2	FAM188B	8
EN2	FBXO48	1
EN2	FREM1	30
EN2	GNAT3	18
EN2	HIF1AN	1
EN2	IDO1	8
EN2	IDO2	14
EN2	INMT-FAM188B	8
EN2	KB-1254G8.1	1
EN2	KB-1507C5.2	18
EN2	KIAA0825	2
EN2	LDHA	2
EN2	LDHC	1
EN2	MAPK1	9
EN2	MIR3159	1
EN2	MITF	31
EN2	MXD3	1
EN2	NDUFB8	4
EN2	NFAT5	1
EN2	NFE2L2	13
EN2	NQO1	1
EN2	NSD1	22
EN2	PABPC1P13	2
EN2	PARK2	201
EN2	PAWR	1
EN2	PFDN4	1
EN2	PIGCP1	1
EN2	POTED	6
EN2	PPP1R12A	4
EN2	PRELID1	1
EN2	PRKRA	2
EN2	RAB24	1
EN2	RN7SL418P	1
EN2	RN7SL487P	1
EN2	RN7SL604P	4
EN2	RNA5SP493	3
EN2	RNU6-1260P	7
EN2	RNU6-286P	6
EN2	RP11-138E16.1	7
EN2	RP11-235E17.5	1
EN2	RP11-23F23.2	1
EN2	RP11-30L15.4	3
EN2	RP11-311C24.1	1
EN2	RP11-326A13.1	1
EN2	RP11-337N6.1	5
EN2	RP11-337N6.2	5
EN2	RP11-343N15.2	2
EN2	RP11-44K6.2	3
EN2	RP11-44K6.3	19
EN2	RP11-44K6.4	5
EN2	RP11-44K6.5	2
EN2	RP11-530C5.1	18
EN2	RP11-536C10.12	2
EN2	RP11-536C10.13	2
EN2	RP11-536C10.16	2
EN2	RP11-536C10.7	2
EN2	RP11-626K17.5	8
EN2	RP11-77O7.1	2
EN2	RP11-82L18.4	1
EN2	RPL5P24	4
EN2	S1PR3	2
EN2	SEC31B	6
EN2	SHC3	1
EN2	SHC4	18
EN2	SHPK	1
EN2	SNORA36C	4
EN2	snoU13	5
EN2	SNRPBP1	4
EN2	TCEA1	6
EN2	TCP11L1	9
EN2	TUBGCP4	2
EN2	U95743.1	3
EN2	WNT8B	1
EN2	Y_RNA	4
EN2	ZKSCAN2	1
EN2	ZNF562	5
EN2	ZSCAN29	1
ESX1	AAK1	26
ESX1	AC004691.5	2
ESX1	AC004862.6	7
ESX1	AC006196.1	6
ESX1	AC009948.5	4
ESX1	AC012379.1	3
ESX1	AC019080.1	1
ESX1	AC073850.6	3
ESX1	AC074286.1	13
ESX1	AC084117.3	1
ESX1	AC092431.2	3
ESX1	AC099326.1	5
ESX1	AC130709.1	7
ESX1	ADCY1	9
ESX1	AL035697.1	5
ESX1	AL592494.5	2
ESX1	ANKRD32	2
ESX1	ANXA4	7
ESX1	AP003354.1	7
ESX1	APLF	32
ESX1	AQP1	3
ESX1	ARHGAP42P5	2
ESX1	AZIN1	4
ESX1	C19orf82	4
ESX1	C4BPAP2	1
ESX1	C9orf47	2
ESX1	CD36	61
ESX1	CREG1	5
ESX1	CSTF3	4
ESX1	CTC-303L1.2	2
ESX1	CTD-2033A16.1	1
ESX1	CTD-2301A4.3	2
ESX1	CTD-2301A4.5	2
ESX1	EID1	3
ESX1	FAM188B	8
ESX1	FBXO48	1
ESX1	FREM1	30
ESX1	GNAT3	18
ESX1	HIF1AN	1
ESX1	IDO1	8
ESX1	IDO2	14
ESX1	INMT-FAM188B	8
ESX1	KB-1254G8.1	1
ESX1	KB-1507C5.2	18
ESX1	KIAA0825	2
ESX1	LDHA	2
ESX1	LDHC	1
ESX1	MAPK1	9
ESX1	MIR3159	1
ESX1	MITF	31
ESX1	MXD3	1
ESX1	NDUFB8	4
ESX1	NFAT5	1
ESX1	NFE2L2	13
ESX1	NQO1	1
ESX1	NSD1	22
ESX1	PABPC1P13	2
ESX1	PARK2	201
ESX1	PAWR	1
ESX1	PFDN4	1
ESX1	PIGCP1	1
ESX1	POTED	6
ESX1	PPP1R12A	4
ESX1	PRELID1	1
ESX1	PRKRA	2
ESX1	RAB24	1
ESX1	RN7SL418P	1
ESX1	RN7SL487P	1
ESX1	RN7SL604P	4
ESX1	RNA5SP493	3
ESX1	RNU6-1260P	7
ESX1	RNU6-286P	6
ESX1	RP11-138E16.1	7
ESX1	RP11-235E17.5	1
ESX1	RP11-23F23.2	1
ESX1	RP11-30L15.4	3
ESX1	RP11-311C24.1	1
ESX1	RP11-326A13.1	1
ESX1	RP11-337N6.1	5
ESX1	RP11-337N6.2	5
ESX1	RP11-343N15.2	2
ESX1	RP11-44K6.2	3
ESX1	RP11-44K6.3	19
ESX1	RP11-44K6.4	5
ESX1	RP11-44K6.5	2
ESX1	RP11-530C5.1	18
ESX1	RP11-536C10.12	2
ESX1	RP11-536C10.13	2
ESX1	RP11-536C10.16	2
ESX1	RP11-536C10.7	2
ESX1	RP11-626K17.5	8
ESX1	RP11-77O7.1	2
ESX1	RP11-82L18.4	1
ESX1	RPL5P24	4
ESX1	S1PR3	2
ESX1	SEC31B	6
ESX1	SHC3	1
ESX1	SHC4	18
ESX1	SHPK	1
ESX1	SNORA36C	4
ESX1	snoU13	5
ESX1	SNRPBP1	4
ESX1	TCEA1	6
ESX1	TCP11L1	9
ESX1	TUBGCP4	2
ESX1	U95743.1	3
ESX1	WNT8B	1
ESX1	Y_RNA	4
ESX1	ZKSCAN2	1
ESX1	ZNF562	5
ESX1	ZSCAN29	1
FOXP3	AAK1	9
FOXP3	AC004691.5	1
FOXP3	AC004862.6	1
FOXP3	AC006196.1	1
FOXP3	AC019080.1	2
FOXP3	AC073850.6	2
FOXP3	AC074286.1	11
FOXP3	AC099326.1	1
FOXP3	AC130709.1	1
FOXP3	ACTR3BP3	1
FOXP3	ADCY1	4
FOXP3	AL035697.1	1
FOXP3	ANXA4	5
FOXP3	AP003354.1	1
FOXP3	APLF	6
FOXP3	AZIN1	4
FOXP3	C9orf47	1
FOXP3	CD36	23
FOXP3	CREG1	1
FOXP3	CSTF3	2
FOXP3	CTD-2301A4.3	2
FOXP3	CTD-2301A4.5	2
FOXP3	CTNS	1
FOXP3	FAM188B	3
FOXP3	FBXO48	1
FOXP3	FREM1	6
FOXP3	GNAT3	4
FOXP3	IDO1	3
FOXP3	IDO2	3
FOXP3	INMT-FAM188B	3
FOXP3	KB-1507C5.2	7
FOXP3	KB-1507C5.3	1
FOXP3	MAPK1	4
FOXP3	MIR3118-5	1
FOXP3	MITF	12
FOXP3	NDUFB8	1
FOXP3	NFE2L2	11
FOXP3	NSD1	10
FOXP3	PABPC1P13	2
FOXP3	PACRG	1
FOXP3	PARK2	68
FOXP3	PFDN4	1
FOXP3	PLEKHA6	1
FOXP3	POTED	1
FOXP3	RN7SL418P	1
FOXP3	RN7SL487P	1
FOXP3	RN7SL604P	2
FOXP3	RNA5SP493	1
FOXP3	RNU6-1260P	1
FOXP3	RP1-34L19.1	1
FOXP3	RP11-138E16.1	1
FOXP3	RP11-203F10.5	1
FOXP3	RP11-20J1.1	1
FOXP3	RP11-23F23.2	1
FOXP3	RP11-23F23.3	1
FOXP3	RP11-30L15.4	1
FOXP3	RP11-326A13.1	1
FOXP3	RP11-337N6.1	3
FOXP3	RP11-337N6.2	1
FOXP3	RP11-427H3.3	1
